,true,AFP,MPNN,RF,SVR
45,2.903536014,2.8101249,2.8239456034385912,2.582116920271681,1.9952345570248522
46,4.5399576,4.287456,4.077431830313767,4.163738242658403,4.205467417765623
47,2.183236664,1.9188936,2.3259841218663175,2.2476109227813574,2.2832935580292806
48,1.740211005,2.0077448,2.221164631237679,1.842667945306665,1.840221824124788
49,2.166197037,2.2881753,2.0381886051709612,2.081118559927173,2.066027704419824
50,3.324299607,3.1316836,2.924217239564295,2.7502376397291015,2.6738803359792613
51,3.406989792,3.2073488,2.956867975133017,3.315209020337235,3.3664671938529316
52,1.761506865,1.7617575,1.912761530424397,1.7587130227439685,1.6613822329742782
53,3.537918969,3.381896,2.935944267589854,3.239007252024594,3.0108918423077053
54,2.740011244,1.9970596,1.928545753851114,2.366172378820024,2.4114696553034842
55,1.890500553,1.8191961,2.108310224004068,2.200969846709646,2.520078214689248
56,3.062150642,3.1203492,2.4282883375821918,2.846382376243149,2.9624060470953797
57,4.507969435,4.8860846,4.602438076956588,4.526385132089945,4.407932263944013
58,2.928656721,2.618957,3.034233243344362,2.532968604704802,2.7600828303953624
59,2.317933911,2.1448865,2.1268044095878715,2.2797858494536802,2.218073868793758
60,1.280393888,1.5000867,1.7551255560749153,1.58721757615599,1.7126942588217662
61,3.597273989,3.0986092,3.440059473234851,3.408355409181856,3.4974030941073107
62,2.642664529,2.4576766,2.2759146904425807,2.4659303228739584,2.5425422796794144
63,2.140606235,2.3778548,2.300518933461077,2.2211788779599484,2.2406575315481625
64,2.433339725,2.4348333,2.2678289352176693,2.389933274063334,2.332979330607087
65,2.007507885,2.0927527,1.9807291989242097,1.9945317492271328,1.9710927198996804
66,2.664840783,2.9489458,2.781804739121659,2.881868858414235,2.764714661018942
67,3.110342434,3.0354598,2.8282590794049853,2.887006138471527,3.010060689869172
68,2.006391373,2.0958908,2.258065603691433,2.054984170951091,2.093168874504747
69,3.714232126,3.876652,3.8076333879342306,3.6144101492590694,3.6144321574141016
70,1.790064345,1.8170573,1.813283000327358,1.880570293037684,1.8898430097294991
71,2.951070876,2.9668243,3.017064513307738,2.7769238149628688,2.85087319278256
72,1.920234235,1.9032329,1.9865944143195586,2.1117052472571234,2.020375564673056
73,3.904820065,4.0995674,3.463173880974815,3.5157423661145804,3.805191102144068
74,1.079345282,1.1236385,0.8837427369433251,1.2596871368495635,1.6294782080233696
75,1.24450137,1.2479045,1.2422063500094103,1.3791409135361095,1.379006637203731
76,1.730608242,1.6648419,1.8519100908359074,1.868043958510668,1.7832172742984376
77,3.0327853,3.361446,2.8755332505108795,3.3944573984540916,3.133030645175623
78,3.304335395,3.3495772,3.0488512082821946,3.1434143157183536,3.2043043536946287
79,2.569655669,2.4651995,2.4001056567660495,2.4385525407574224,2.469365095730317
80,3.422137419,3.1726592,3.2282852437649887,3.6925579070972225,3.690284064935965
81,2.489966306,2.4717813,2.3692353804298336,2.3876058744975714,2.4603046360787237
82,2.563434749,2.3428686,2.526481424069447,2.4053375054028194,2.4632695040744252
83,1.810176651,2.3775613,1.9485654252220648,2.033179496103279,1.9104321263818231
84,2.936546287,2.7385058,2.4242088262583086,2.6686227917597174,2.83634651180525
85,1.914345079,1.8920792,1.9867968003200087,1.9170213545659802,1.9111458270550952
86,2.148473732,2.2108052,2.485558939442045,2.773571165444814,3.0628681265051965
87,2.67263808,2.5066667,2.961526203558274,2.808753803041009,2.588048343872732
88,1.763540457,1.669792,1.9753502124921765,1.9400346643824546,1.8440436050066098
89,1.446760022,1.602533,1.687756303087556,1.7944511624235564,1.7221554672446386
90,1.665932639,1.4165046,1.7541607936325216,1.8435780092849132,1.9449530107082618
91,3.369158255,3.1480281,3.1064001857774644,3.0815663873897425,3.2690059329346433
92,1.362772011,1.4988562,1.5645495587696225,1.4013673916547806,1.2686014978940938
93,3.13502128,3.1235147,2.5551980003719192,2.755233066872515,2.7124173247464647
94,4.505602133,4.160495,4.657267407501682,4.418873343400104,4.405211885471132
95,1.874458624,2.0343597,2.449990470185576,2.094252754973085,1.97460939733335
96,2.613400435,2.569162,2.1898573858713752,2.928593858483825,2.5133327373537893
97,2.114561335,2.14228,2.4198299632150584,2.216289758699601,2.1240751352748903
98,1.464826942,1.5268364,1.4780446727945507,1.4714671938958916,1.3922334224326027
99,2.785594641,2.7244596,2.1188964881041725,2.4127196259366515,2.621619656523892
100,1.625782258,1.7279354,1.9518527057477395,2.0613614840001593,1.7256145265644405
101,2.601222875,2.806611,2.579251335714333,2.6777141037795964,2.6822055321003764
102,3.977365718,4.2427454,3.0710802165328643,3.5310781842967183,3.8771378816284905
103,1.549445384,1.5570319,1.4681078656839919,1.5578233148261098,1.6396738862097289
104,2.970913423,2.8392198,2.6936894029314185,2.4783461248044025,2.8707735001873678
105,1.883795762,2.139976,2.0228888307996415,2.085756672692518,1.9836057313426265
106,1.56300053,2.0075362,1.871761979710365,1.7883638462997402,1.6631384501800357
107,1.254323244,1.1314883,1.3465178536091773,1.7276750054262309,1.947159942237992
108,1.903320706,1.8921878,1.878796646958806,1.8346382256832112,1.8031859173918146
109,1.973888962,1.7606188,1.716826596826278,1.7434125304280146,1.8737372712476137
110,2.087372226,2.063949,1.982129096502594,2.156509684206308,2.1875306199646958
111,2.33311834,2.3584764,2.375917481947149,2.220052714051867,2.232704047739822
112,2.745296569,2.5993779,2.472424108952932,2.5597199107393953,2.6677030448476944
113,1.606939131,1.6491886,1.9293804783149462,1.780471944953819,1.729939949573373
114,1.78100548,1.8107204,1.8369446774022167,2.066959677171987,1.8812649405149182
115,1.978753262,1.9859384,2.2011833718501292,2.2107517959037275,2.0784897759949255
116,2.057867389,1.845464,1.8698165927050048,1.8053810120347178,1.859738200869408
117,1.694627759,1.8003316,1.9865132191083072,1.7827917709641643,1.7946174440019274
118,3.695566533,4.302569,3.712287071122117,3.541937472697079,3.795824808645053
119,2.867491058,3.0177183,3.187762760723513,3.2443674337488617,2.838376119383429
120,2.469046262,2.3136644,2.522208126906815,2.7352524106458436,2.5692573525472495
121,3.466044201,3.343272,3.1486139477937307,3.2655668564409526,3.365811136612065
122,2.595830059,2.2484407,1.8782615752281804,2.2205957011309594,2.302564893792398
123,1.470893915,1.3043907,1.7813105667265179,1.6368361803476597,1.5709093751830248
124,1.294117601,1.3360814,1.4413854798915149,1.358232398773326,1.3729375100555625
125,2.374752927,2.3736126,2.5830009342344398,2.5839227742313335,2.474742985961218
126,3.880452459,3.543675,3.142303546017671,3.7455015947739896,3.780238051799902
127,3.699486508,3.3050969,3.358202031537056,3.6925579070972225,3.690284064935965
128,2.496078044,2.577718,2.737053666016461,2.495792692812229,2.5964446353449504
129,4.410649516,4.416343,3.9424012100393817,3.612348766691772,3.609690517335979
130,3.82097129,4.033665,4.359724179280836,3.662035383452153,3.721006606103145
131,3.065806477,3.1240094,3.349854891599199,3.1840697864719485,3.1656217179886816
132,2.518915494,2.7070656,2.607664660205086,2.414873087905002,2.418847366878821
133,1.780092788,1.8122791,1.89130296055154,1.9279571141381353,1.8797825735510556
134,1.075941257,1.28581,1.522652515662493,1.5163530099547469,1.7410511966560798
135,1.569704718,1.3373357,1.6550740526786194,1.5256004103561658,1.6191656390440514
136,3.302845223,3.5013065,3.129441146140648,3.4798348386836473,3.2023996230839344
137,2.301991555,2.1555784,2.342417939701941,2.3181355157445642,2.4021822580115835
138,1.577544462,1.6226598,1.930464180486523,1.8658721493484,2.0941274435460633
139,2.244764534,2.3896775,2.1329222933823857,2.3398372282062616,2.301224514318729
140,2.982430581,3.2826111,2.6936706091978015,2.72292023688138,2.882182208671156
141,2.815582175,2.57193,3.028401846199476,2.611116027082871,2.715361178155377
142,1.315543595,1.3570951,1.3189506397579156,1.430155387535921,1.3155761886267856
143,1.352828727,1.4717584,1.2615644191367794,1.4118103639125503,1.4531724005405988
144,2.098419186,1.9647005,2.27146389981525,2.1299188813415513,1.9983158857834025
145,2.800515129,2.812853,2.9542627134417607,2.620282139400249,2.3495994150309514
146,1.536909993,1.593907,1.6646042555301261,1.3137333465027823,1.4366791262489316
147,2.072891263,1.9036275,1.9028007469071633,2.1046200665514503,2.172854011961831
148,2.534109466,2.4761586,2.517651032587771,2.466962553120598,2.5290380460907858
149,1.245775113,1.1624461,1.5238080947038624,1.50636191258323,1.3454163709897775
150,1.879292278,2.344617,2.3004796969615073,1.9499697881961653,1.9963456286030064
151,1.335098682,1.3924825,1.793104603050208,1.5175571563732948,1.4347828768124344
152,2.685698373,2.8101032,2.8372732136604144,2.7412729184768354,2.661973281167775
153,1.418110743,1.3791023,1.588444194380954,1.4506202694789054,1.381512740953298
154,1.957203017,2.3088489,2.3736971057120644,2.2830077612304986,2.0570824962591363
155,3.050535362,3.04073,2.726943344058905,2.505633280378937,2.312601517838606
156,3.222927029,3.448853,3.246549768876993,3.434463084449871,3.322856493119797
157,1.056025155,0.97289973,1.1288871512328624,1.5189652102105444,1.1560303553716216
158,1.846882162,1.6359317,1.5640690359816942,1.9347095033462423,1.7466168913111968
159,2.168591294,2.2006903,2.027736095915955,1.983146516659417,2.0684852316544817
160,2.792878247,2.5989645,2.6193981403968514,2.3997558325459205,2.2978563146264497
161,2.131812237,2.431431,2.497545788217341,2.3069554037794853,2.2319590137756604
162,2.103991533,2.1557775,2.200849063262733,2.3008592913545405,2.2040117167295064
163,2.312369306,2.2291267,2.6323563673752255,2.325645966226474,2.412430823234179
164,2.911263232,2.7867684,2.9049379051872304,2.7162292138742177,2.443065958159907
165,2.062520261,1.9983958,1.7400161271504748,1.8973313356667072,1.9621414231131618
166,1.335067228,1.5421301,1.6456378708454285,1.3716251204240997,1.4352603653845293
167,2.421741491,2.367283,2.1145290913978756,2.1728318774237327,2.0372998124626434
168,2.269702061,1.849071,1.888341717276461,2.1641891133231788,2.169486784636813
169,2.477287004,2.549801,2.5146300053467026,2.328482764807159,2.377064995665023
170,3.666968889,3.593288,3.2588656846726143,3.047876540834167,3.4207112064180083
171,1.541899018,1.6242465,2.001262792531689,1.5650512644766423,1.6517455265137448
172,4.115509119,4.595228,4.283106053593656,4.170099208516374,4.138871752753251
173,2.524551262,2.3479142,2.384850154332328,2.3955497053242767,2.4243991886674197
174,2.417364218,2.4738095,2.248982367128556,2.2634104068543537,2.471390582674106
175,1.502688043,1.34431,1.719714916226906,1.7459979829401866,2.016488389318404
176,2.261880789,2.597475,2.0755324344200616,2.1671465240227756,2.1615523070634204
177,1.231884242,1.5072294,1.8087426122763928,1.711828221802047,1.9190549735600464
178,2.843267782,2.6755264,2.717806186756125,2.287975841082055,1.9509568565991906
179,3.072145809,2.8085392,2.977386701274348,3.4329633272899587,3.1722818900912877
180,2.575661818,2.3056028,3.0550763838790687,2.6253594646595606,2.6756684193188707
181,2.271785415,2.5247514,2.214254439755552,2.366555969052704,2.3721228867375497
182,2.634326134,2.4247005,2.417308039822714,2.5326282866035585,2.534563954831221
183,1.255055803,1.4985166,1.4733263463019068,1.5160124812184184,1.507412591572444
184,2.084520672,2.2527432,2.4987104434803418,2.30699714433956,2.184458847916589
185,1.572005395,1.2819107,1.3882731322855726,1.4023007551497262,1.6718199752560745
186,1.677145955,1.8451378,2.1163832581223816,1.7915864484617685,1.7773483831635228
187,4.761335174,4.9152255,4.619910281293421,4.308150810599179,4.0708522037688315
188,2.624949174,2.8755095,2.7661964648277704,2.534664921488116,2.524936236320161
189,1.671424848,1.991449,2.0416693721574903,1.8163585415390595,1.771629562714877
190,2.866959761,2.8835657,2.2848768016540504,2.6261883876961094,2.7668435661326436
191,2.35848879,2.1807823,2.0632912224068103,2.038087732807923,1.9092574359094674
192,1.602725898,1.7007103,1.8743126401086907,1.8653730583449464,1.716286409041084
193,3.052574169,2.7659883,2.709645910974659,2.8495860074745076,2.7378016636168656
194,1.353069181,1.3780667,1.4634615731118394,1.4240318140733608,1.5811879777675872
195,1.768342059,1.9511446,2.1170029016542817,1.973770285339889,1.9211515735153213
196,2.068746,2.1486683,1.9929672960986027,2.0899491751184183,2.169067047230262
197,2.139078471,2.3747792,2.296602926638091,2.011845178948111,2.2132733429457963
198,1.712517618,1.617685,1.7193444336285655,1.6063986682714364,1.612480788438742
199,3.452708501,3.2697513,2.99810692346217,3.0515271175421566,3.352384886941374
200,0.881312694,0.9181808,0.9602053824387469,1.1217055913833958,0.9811803401378834
201,2.13407761,1.8045777,2.008068191935078,2.0523074703369777,2.033776710052184
202,1.930084334,1.8667748,2.1660127709075945,2.125876317891603,2.0300690545352422
203,2.422136598,2.5486073,2.4664568760411893,2.69640464799963,2.4065964984988284
204,2.2096384,2.070919,1.9334900762992522,1.8426715873505661,1.8298629093573493
205,1.450672674,1.0702597,1.8312306494795265,1.5364615654103175,1.4351694498023955
206,2.204644097,2.0775027,2.2310907196380483,2.270967120483249,2.20857742014011
207,3.961687714,3.9576776,3.62117086253048,3.052782020854346,2.742066586279932
208,1.568831518,1.7664715,1.870360721025925,1.7202708970626703,1.668396054030496
209,1.94369374,2.2428992,2.390611834054529,2.272412834545983,2.1572097589875785
210,2.907962837,3.0876248,2.930559103830337,3.0152641059026153,2.8081057146154658
211,2.646200522,2.6882198,2.6814607026238337,2.6687367565636984,2.6221333994584652
212,4.64754275,4.324294,4.079649072078656,4.1460665694298315,4.324237988302416
213,1.873519519,1.6445513,2.123494330535762,1.9180752852079226,1.9737358374367788
214,3.816822457,4.0192504,3.357210936927506,3.704837356731196,3.681955224202879
215,2.101136148,2.1970878,2.518442967279974,2.2674531606160184,2.2011531734862126
216,2.417163603,2.4547534,2.5027390556543283,2.5308986869108256,2.5170090465563115
217,2.208413554,2.0438707,1.903126103604731,2.0997794448025044,2.108419097146254
218,2.936852903,2.777344,2.7701370762602266,2.797784787704665,2.836750090238925
219,4.851346215,4.902818,4.698838727459613,3.4740652928474267,3.383372734841565
220,2.301553828,2.2670405,2.433302678466854,2.0646969720559314,2.2014796543363158
221,2.128190485,1.6451287,1.949623632830212,1.9356936070811888,1.695724360102777
222,3.961814188,4.018521,3.8207513092981125,4.889652314892955,4.0617658180785465
223,2.512814951,2.3567145,2.5580448583880786,2.5709479939845914,2.613165880319145
224,1.425750486,1.4345962,1.9591491241607564,1.6557171335443992,1.6119136625494075
225,1.835394206,1.7986648,1.8674484775688545,1.7542243291462423,1.7389614825645898
226,1.913209348,1.8533621,2.04954255926165,2.05845772630213,2.0133057680221675
227,2.00733225,2.199274,1.9908157277009058,2.1066647338444677,2.1077276418115525
228,1.595657667,1.7133521,1.7963371252322535,1.8150431985545077,1.5881698938225146
229,1.570963603,1.6172603,1.6192893704164315,1.6461696780837276,1.6706975496125023
230,2.552120441,2.3749692,2.0713800139452307,2.3226698687831555,2.301247001632967
231,2.860355251,2.8197508,2.820676436093505,2.8793705342909157,2.8368741633619874
232,2.602749387,2.4623272,2.3969999759264677,2.183332763946202,2.502746471940866
233,2.321110886,2.431179,2.4794648095657164,2.030709025800078,2.216356349886059
234,1.580180574,1.4650441,1.5800136081718301,1.7882545630938764,1.6804857255421954
235,2.835285011,3.0672538,2.7050732751802182,2.813709329992693,2.76199653694101
236,1.892481954,2.0303137,1.8005961831315325,1.9249007106364162,1.9481553575991468
237,2.538824586,2.8138747,2.3018427399759194,2.5569063394125857,2.638862746596338
238,2.356383129,2.3563097,2.4678274640329203,2.522003104337937,2.2562023472354618
239,2.145320297,2.02396,2.3170980362805986,2.063027882556956,2.220581820688989
240,1.406673841,1.7884166,2.079285396442633,1.7754307125346775,1.692922255253269
241,2.441214999,2.500198,2.3264375206898165,2.479532843265727,2.340876924169783
242,1.245146826,1.274739,1.3081655494731994,1.4708945411220242,1.344929634391233
243,2.42157871,2.3714054,2.1825586378729938,2.338234349977706,2.3214872438314074
244,2.968485343,2.815412,2.9674699443029957,2.651272064981269,2.8446743099882337
245,1.165785504,1.321671,1.4971374309415058,1.40570688378254,1.2661008831605662
246,3.046956408,2.860841,2.7296430193952235,2.7981719042998856,2.9471015496369573
247,2.06612888,2.1979103,2.2206066693677107,2.110824705143199,1.9658372235926262
248,1.587398888,1.5423952,1.5723658673457197,1.5547369796616037,1.487041031272269
249,1.658346511,1.7302184,2.0740947923237454,1.9279769473735127,2.020474550616757
250,4.094859945,4.128501,4.241775335306203,3.59427402957298,4.17897321256601
251,3.387176186,3.6974258,3.177202724090099,3.2564876561329825,3.286839936240029
252,2.67374265,2.9144628,2.573324857458915,2.728364418911381,2.573575769685549
253,1.981337048,2.0836887,2.278135086309003,2.163396631929875,2.08178636002046
254,1.146478515,1.1993399,1.9977179226849548,1.5865221928575237,1.9933953870419545
255,1.298163735,1.3557255,1.6393958384735559,1.4855798781032412,1.3981418432988169
256,1.545261099,1.7702386,1.6257116446402309,1.967548228233338,2.3481778454664797
257,1.742660013,1.7957491,1.7580145036783386,2.0878393738307133,1.8429895661679725
258,2.443786204,2.4989984,2.277363888852813,2.5523302743145484,2.561353752452895
259,1.749188008,1.9109703,1.9611379095092034,1.874464187558044,1.7185295828479255
260,2.437040162,2.488704,2.3928889513983145,2.5826713481690633,2.4138385380306753
261,3.200951079,3.283129,3.646241912575881,2.8706365020945985,3.100887003328483
262,1.588411105,1.5847995,1.6961579396178776,1.608293283143011,1.6884842376731348
263,4.332951567,4.218324,3.843284524752252,3.7841679333706133,3.574999724916982
264,3.726323831,3.941664,3.6883345361531816,3.137041327660556,3.625936551314629
265,1.595913781,1.8054104,1.7466898918931988,1.6564470563439926,1.696018498272498
266,1.722215957,1.6808435,1.9172195192087536,1.7268775739042401,1.7989583068578143
267,1.593197426,1.7523168,2.0700223368296924,1.872892730041111,1.6929586424550869
268,2.260282427,2.158958,2.345944859962564,1.986524401074669,2.1601487074037724
269,2.534797366,2.486677,2.329929915971832,2.4158597138665705,2.4344816381758534
270,2.697085937,2.7442713,2.677074041031824,2.549799509740608,2.596954421040918
271,1.583499275,1.5517168,1.6834651021452671,1.7796668599995495,2.116309600139085
272,1.5817608,1.5183129,1.6048298172834001,1.58977369560192,1.6818652223324524
273,2.349092056,2.3429928,2.316999945031674,2.415559267704503,2.4492487527931304
274,1.862350559,2.0396943,1.8726324070330458,1.986102447294467,1.9623121169907851
275,2.767142726,2.879215,2.6685079462447994,2.417828212281421,2.016048456365999
276,2.980209356,2.8499649,2.72227940945826,2.6396919485424166,2.879866192204259
277,0.988826407,1.1225404,1.160492557350734,1.4676169341884377,2.1107145368231937
278,1.277295325,1.227163,1.4930125466891884,1.3612013193407422,1.5718222175280894
279,2.066248876,2.219666,2.470645908960165,2.3308299163855635,2.3114440113417203
280,3.378812774,3.136952,2.5067887257095047,2.8835760245054534,2.457640659652135
281,1.76183337,1.6791062,1.8037716959099335,1.8609007345507937,1.862057957520645
282,2.383789942,2.2096794,2.2643756521034204,2.3106482013328202,2.283746407802631
283,1.665312343,1.8970658,2.161368991146622,1.8003891154379912,1.765086401057645
284,1.645935436,1.6729797,2.01267066736228,2.009896601268791,1.9005249493221474
285,2.603486633,2.7452717,2.2216106159594413,2.3872464242348768,2.503743490799163
286,1.852987275,1.924039,2.04692366033472,1.9960118013175132,1.9532018426853046
287,2.503707496,2.6110828,2.820432065206257,2.63458556830848,2.603828594077476
288,2.050589732,2.0391662,2.0664973862465827,2.170954693530229,2.150477285799246
289,3.156300066,3.107515,2.8232376712388794,2.9474716571950244,2.4213031158632994
290,4.00225068,4.048103,3.9143620064881572,4.195944873161788,3.9023805921057644
291,1.031147811,1.1245619,1.3801421988096552,1.2623616209819266,1.2566582521958898
292,3.425016895,3.6156344,3.5926038639310045,3.3290603811712773,3.3252842255080264
293,1.702966273,1.9201144,1.788002706400995,1.8850492028182255,1.9622873624775914
294,1.940715046,1.7293919,1.7155567895766877,1.8432724489798087,1.58182817014948
295,2.020214623,1.7948148,1.823154736098403,1.8622590096592382,1.8545340661431446
296,2.862324983,2.8019073,2.1806790289352915,2.346963363168725,2.1566120107340505
297,2.381967416,2.324859,2.1459479736358706,2.297451645727231,2.378597190194805
298,1.450925828,1.680846,1.7784905643798439,1.6166212932067212,1.6294441892422584
299,1.759194269,1.5098635,1.4897993940933216,1.5160124812184184,1.507412591572444
300,2.592906531,2.4006438,2.446637836937886,2.398462638839453,2.354465218938465
301,1.650066361,1.8845149,2.281809143443013,1.752792208098126,1.8394262223171463
302,2.852601969,2.8089514,2.72364564583688,2.4377941351514707,2.5622612399252875
303,1.8202146,1.8398037,1.6744751536974447,1.7836465268683372,1.9200597388521248
304,3.431781772,3.5053215,3.55055427224516,2.7681330203456875,2.1197135995750367
305,3.071125575,3.1023679,2.746429043054121,2.75246176704618,2.9709128256913577
306,2.13642307,2.1062624,2.0859664116926155,2.0669126644555593,2.036378245463594
307,1.987044318,1.969216,2.4195136091216076,2.310025253163898,2.0868243620513676
308,5.049593215,4.9615445,4.215695286871595,4.494726925732953,4.583419307623933
309,2.130269074,2.0072134,1.7313430023122551,1.858623382914953,1.935060848642786
310,2.028162791,1.8974725,1.9889503580265562,2.152108555958674,2.127930325813072
311,2.360855855,2.2220898,2.325226083949927,2.2157266844563472,2.277667381050441
312,3.129869249,3.0395157,2.8114898078206205,2.911405513930957,3.0297310434647944
313,2.59592189,2.739176,2.8688607421737458,3.4802038076355095,3.6387643256547535
314,1.68278152,1.7591414,1.7293836377947065,1.719177878444098,1.6962304028012776
315,2.202867986,2.2699797,2.028150343309013,2.100864509248201,2.1656925709442665
316,1.786391993,1.6489621,2.036657727309823,1.8155456790728826,1.836115931010984
317,1.487664888,1.4988264,1.6992730402274945,1.5175802439873347,1.5696305459532531
318,2.88996759,3.0225189,2.9574165532237346,2.814681089028816,2.863383548631056
319,3.351128737,3.391498,3.1565798209852662,2.8358968240772207,2.759267491358164
320,2.096273333,1.9539065,1.9525870748150735,1.9115690817797661,2.0882477513176942
321,2.546652068,2.284541,2.4159142737653596,2.5594342418541944,2.532568650700739
322,3.225939585,3.1129057,2.675272303065583,2.777058453845861,2.671157845453498
323,1.479016239,1.5314273,1.9422815650140932,1.6807530716347492,1.5793539524858087
324,1.567297885,1.5906866,1.426601041213012,1.5535145082163644,1.6674643466627312
325,1.68914996,1.6029642,1.839173383868114,1.693590504526018,1.7894604580015474
326,2.126517142,2.23218,2.383103447912494,2.050711208778581,2.0262315076399346
327,1.562726942,1.926698,1.7414117843599932,1.9877911373482515,2.130784284850987
328,2.408728272,2.3884761,2.321644104331835,2.309915096652038,2.3538958815116726
329,1.826777532,1.7248546,2.3155554057921712,2.061549205124876,1.9663730223494866
330,2.718651669,3.1347225,2.5784536621278464,2.48003110951528,2.5900801464592496
331,2.372023264,2.7202966,2.747818208834758,2.4690772498568117,2.471896373404803
332,2.346816799,2.07946,2.0383415202013064,2.271228581676726,2.2626067793518336
333,2.135060044,1.9785539,1.8740683739219086,2.175038173549947,2.2351225577235283
334,2.442904449,2.4763956,2.196168481288021,2.369813284554077,2.5431666367205126
335,2.16416375,1.8757347,2.013389305184623,1.974494629560366,1.976503232316769
336,2.330450301,2.2989671,2.1893813390283614,2.246985163747715,2.300969130129038
337,2.034948396,2.0441983,1.900576909012927,1.8818989932410128,1.9347539887295142
338,2.60626788,2.460191,2.306814251826278,2.6123938590243823,2.5063427915512744
339,2.665930245,2.4648798,2.4583184303068486,2.506278137817042,2.5655267569647506
340,1.316453207,1.175328,1.9353450021021352,1.6920695044133132,1.7275902716417677
341,0.954575308,1.3628383,1.3696554001520898,1.288241753893564,1.3050343409934402
342,1.528585058,1.4657801,1.7186559233652654,1.716735564780882,1.6288018122233758
343,2.756438311,2.5745695,2.4778105749244927,2.5176468584255782,2.5406205088310094
344,1.529081285,1.6125901,1.6610231854973314,1.4607796237317452,1.4291554910779856
345,2.683470551,2.3920739,2.2557681744572764,2.4935548466651265,2.5631579033195218
346,1.774654009,1.6791365,1.6511394091727158,1.629570863873385,1.6151830969385697
347,2.959809451,3.349366,2.776846570036915,2.7167388341925656,2.860198830592755
348,1.609713904,1.8569018,1.9489425039497528,2.082561428565611,2.0523089548308366
349,1.619864354,1.5000933,1.5515294276408265,1.6612266096729968,1.6337416682108818
350,1.516486014,1.4586571,1.7483850971354575,1.6289196643857593,1.5208909500835268
351,1.231273216,1.361276,1.512358679963453,1.4512538614250678,1.5977352261736708
352,1.764217605,1.956525,1.8054976307389135,1.9996114293816547,1.8640225499865506
