,true,train_pre
0,1.611626262,1.6188819862311556
1,1.924011387,1.9258670959708581
2,1.793378211,1.7845839760727598
3,2.406205105,2.4181148041103158
4,2.575524985,2.6447808881994623
5,1.491494465,1.4887820269375878
6,2.379425047,2.3791391190880233
7,4.193280471,4.22978621333723
8,1.568680157,1.5672651786291796
9,1.578885386,1.577186502361366
10,1.364006386,1.3336324066505854
11,1.462881443,1.481830772794604
12,2.924776487,2.911085021852325
13,2.158094799,2.21665873355653
14,1.811674285,1.8233412771362507
15,2.501247468,2.4845903476938322
16,3.051405371,2.988952317709054
17,3.685079186,3.6692345573235037
18,2.264589774,2.2636487320626615
19,2.581464049,2.6094503675190235
20,2.550763973,2.5016318349911004
21,2.444020336,2.444857645607662
22,3.752823103,3.7644729241356942
23,2.826515356,2.795200168543929
24,2.33293262,2.3023030931407478
25,2.686748254,2.6994004429295524
26,3.151563131,3.1324685962215595
27,2.315505149,2.3247583724987844
28,1.765960178,1.7667105714436835
29,3.128920013,3.1192496560313763
30,2.774590978,2.7682611967821025
31,1.318516557,1.3157658093852997
32,3.452962319,3.4529642812242964
33,2.168130477,2.1635635272633023
34,2.747252606,2.7430016759294245
35,1.720504866,1.7374001404345205
36,1.442398919,1.4452004444492956
37,2.832378699,2.847925693207819
38,2.170394382,2.152947369538159
39,1.853160834,1.852612599504523
40,2.639232777,2.627723630856854
41,2.903536014,2.853444108598946
42,4.5399576,4.438745122101756
43,2.183236664,2.192994677233564
44,1.740211005,1.7408806141000317
45,2.166197037,2.1547867108296166
46,2.711387067,2.7080614366472204
47,1.289072732,1.3035530221432972
48,1.761506865,1.7393779318573117
49,2.482315484,2.5104329585138703
50,1.280462462,1.2607882745540788
51,2.740011244,2.6723961725581953
52,1.890500553,1.9071611185777968
53,3.062150642,3.0558547827725353
54,4.507969435,4.515142825007979
55,2.928656721,2.918645404492288
56,2.317933911,2.3141679243767777
57,1.280393888,1.272668377814215
58,2.642664529,2.6175158138864214
59,2.140606235,2.1423170694146108
60,2.433339725,2.4300655145385504
61,3.110342434,3.099388204939583
62,2.006391373,2.0031888054214915
63,1.790064345,1.7950928010904108
64,1.854995627,1.89202757993267
65,2.951070876,2.964374679066372
66,3.373504153,3.4237918294740273
67,1.920234235,1.920595614971343
68,3.904820065,3.9223866593969254
69,1.24450137,1.238732610215907
70,1.730608242,1.727374750932471
71,2.686306384,2.6715775126182963
72,3.0327853,3.040499103942581
73,3.304335395,3.291497118209679
74,2.569655669,2.556202851287544
75,3.422137419,3.5175584352338025
76,1.766956437,1.7736113748339297
77,2.489966306,2.4993571077994456
78,2.563434749,2.5501925788244444
79,3.143782265,3.1190808569850055
80,1.810176651,1.820119880093238
81,2.936546287,2.892652587214971
82,1.914345079,1.9175295034598812
83,2.293606078,2.2578302636334846
84,2.67263808,2.6827483367890794
85,2.212012136,2.2098069948302963
86,1.763540457,1.7691265192635832
87,1.446760022,1.4618144037602614
88,1.665932639,1.6559808279112194
89,3.369158255,3.2891077327989926
90,1.362772011,1.3616271856454913
91,4.505602133,4.484776885582479
92,1.874458624,1.9273626404928397
93,2.613400435,2.624980121593439
94,2.114561335,2.126059103471601
95,2.785594641,2.7479535020050507
96,2.601222875,2.6377865752467824
97,3.977365718,4.005620999020292
98,1.549445384,1.5428573944745485
99,1.982101554,2.004649199944141
100,2.970913423,2.9667096856526634
101,1.883795762,1.8798303953918318
102,1.254323244,1.2520425982215773
103,1.903320706,1.8784336166739173
104,1.973888962,1.9340226024539797
105,2.33311834,2.345969442020992
106,2.745296569,2.7329399125618394
107,1.606939131,1.6656128710027742
108,1.78100548,1.7784710244987116
109,1.978753262,1.9853967523688674
110,2.057867389,2.0726890814605587
111,1.694627759,1.6979652517213448
112,3.695566533,3.7019732757936064
113,2.507985819,2.4953673702367456
114,4.684494375,4.661862008777029
115,2.469046262,2.5098881305032936
116,4.431384702,4.500252055265951
117,2.595830059,2.604348227251241
118,1.470893915,1.4834874413182706
119,4.947378574,4.949266432948927
120,2.342101777,2.3032508600572608
121,2.007636239,2.0256960078288984
122,1.77414938,1.823525307933693
123,4.410649516,4.356944010346201
124,3.82097129,3.8261808052940207
125,2.518915494,2.520157745289919
126,1.780092788,1.786163162442638
127,1.075941257,1.1043137226186635
128,1.569704718,1.5650461682150578
129,3.302845223,3.3222734307578365
130,2.301991555,2.3541561544966294
131,2.640167693,2.6534086902617915
132,1.577544462,1.5925320038265396
133,3.438295466,3.3971452152189263
134,2.244764534,2.241693869037534
135,2.982430581,2.9749465984799675
136,3.181051421,3.192851245934438
137,2.815582175,2.815830890626631
138,1.315543595,1.2862950887145632
139,2.354491715,2.377498795075665
140,1.352828727,1.3454097858952343
141,2.098419186,2.0946131086830233
142,2.534109466,2.5137755565140267
143,3.568429711,3.5740762370252814
144,1.879292278,1.8814139553275937
145,2.411945502,2.3811884045960365
146,2.685698373,2.7073939746255666
147,1.957203017,2.093742066265015
148,2.784135182,2.781408696744502
149,1.056025155,1.0259417176392933
150,1.846882162,1.9407442878372323
151,2.168591294,2.1588703748097027
152,2.792878247,2.8043539408719016
153,2.843486229,2.8500325933277733
154,2.103991533,2.1046442684931312
155,2.312369306,2.346541304213515
156,2.000592349,2.006582232686919
157,2.911263232,2.90293893440849
158,1.335067228,1.365445238617661
159,2.421741491,2.364264235959068
160,2.269702061,2.2841782457505353
161,2.477287004,2.437600616354195
162,3.666968889,3.665163349505929
163,1.541899018,1.5642788077426535
164,4.115509119,4.133461588143836
165,2.417364218,2.377854965100815
166,2.217983016,2.211701359474815
167,1.502688043,1.4677282381628627
168,2.261880789,2.2512127536455844
169,1.231884242,1.2840586316923472
170,3.072145809,3.050895985500079
171,2.575661818,2.5946976940337554
172,2.271785415,2.3110622183871516
173,2.634326134,2.6559008744321595
174,2.084520672,2.0760456360689763
175,1.572005395,1.5943419382679374
176,1.677145955,1.6741287267740272
177,4.761335174,4.807009255172978
178,1.741075588,1.7509891734171668
179,2.624949174,2.638437278843128
180,1.671424848,1.6792912467789192
181,2.866959761,2.855812979768429
182,2.35848879,2.348104067756733
183,3.052574169,3.0080386289199668
184,3.013295171,2.9872766559465944
185,1.353069181,1.36092396990906
186,1.768342059,1.774810424899905
187,2.068746,2.057831263516227
188,2.139078471,2.113603587019357
189,3.452708501,3.4739960149790186
190,0.881312694,0.8869409808413515
191,1.903676125,1.9147008501022422
192,1.930084334,1.9327982220176483
193,3.37193042,3.37505869959308
194,2.422136598,2.397853529091026
195,2.2096384,2.221565535616252
196,2.204644097,2.1864403423777463
197,3.961687714,3.9976226330192435
198,1.85599337,1.837015967759375
199,1.94369374,1.941997725420421
200,1.736429175,1.7437939853939444
201,1.841942293,1.9098217671762052
202,1.588227424,1.5890411454791302
203,2.340779432,2.277594189532836
204,3.158910337,3.169555547842385
205,2.907962837,2.867067003884052
206,2.646200522,2.6192205518719085
207,1.873519519,1.874958623772734
208,3.816822457,3.7778965942043623
209,2.101136148,2.1013321089970187
210,2.417163603,2.4209912045254174
211,2.208413554,2.2053338174406036
212,4.851346215,4.7836511879597685
213,2.301553828,2.2972171032714375
214,2.128190485,2.2610142257574575
215,2.006460208,2.021362254165719
216,2.684790024,2.6682822926161105
217,3.961814188,4.065471249876363
218,2.512814951,2.5387960595079595
219,2.713064268,2.7165268337131625
220,1.425750486,1.4248730893474846
221,1.835394206,1.8222012174375912
222,1.913209348,1.9473847116431695
223,1.737083748,1.6215140704122337
224,2.00733225,2.018695935441682
225,1.595657667,1.5812942187480874
226,2.552120441,2.536673236773278
227,2.860355251,2.8783201406223857
228,2.386601955,2.350172120340334
229,2.602749387,2.605063775300083
230,2.321110886,2.2844556117439656
231,2.658389917,2.6850366045743166
232,2.835285011,2.8176522882490733
233,1.892481954,1.8922037141236971
234,2.356383129,2.3463588515769827
235,2.145320297,2.1589643823133406
236,1.406673841,1.403490314598071
237,1.165785504,1.1490669191809093
238,2.06612888,2.0151310024136175
239,1.587398888,1.5990455807075226
240,4.094859945,4.08218004696975
241,3.481717738,3.4589569128063973
242,2.67374265,2.6727266451041447
243,1.981337048,1.9775125462154965
244,2.382059801,2.343869555811695
245,1.146478515,1.156471452566815
246,4.368165257,4.387248641263916
247,1.742660013,1.7343191725335152
248,2.443786204,2.4576529079379688
249,2.074280008,2.084619764395169
250,1.749188008,1.7659077630655076
251,2.030236603,2.067321008190625
252,2.387358354,2.3818924311649634
253,2.437040162,2.4606509360983746
254,3.200951079,3.1875357419130688
255,2.735080251,2.727907792512139
256,1.305709706,1.2741047120076663
257,2.814115184,2.803884204161099
258,1.595913781,1.6016949676501295
259,1.593197426,1.6007979789723754
260,2.260282427,2.2671937990693727
261,2.697085937,2.6855861457407144
262,3.003496908,2.991047033454484
263,1.5817608,1.57738190006869
264,2.349092056,2.345383322572876
265,1.862350559,1.8859998537491718
266,2.767142726,2.720439861722195
267,0.988826407,1.0153566026137986
268,1.277295325,1.2972793417254953
269,1.224856535,1.2348393637708854
270,2.066248876,2.06538045446303
271,3.358933297,3.3132791180327215
272,1.765872077,1.7996879349918522
273,3.378812774,3.3543039324524924
274,1.76183337,1.7655721251673513
275,2.383789942,2.362006360582943
276,1.665312343,1.6516460565485733
277,1.645935436,1.6626465070432177
278,2.603486633,2.6001776623881865
279,1.852987275,1.8590885111319035
280,4.563062996,4.605968072993596
281,2.503707496,2.5445729768955614
282,3.156300066,3.0860595536419293
283,4.00225068,3.9916353645733786
284,2.776595866,2.7891641275386223
285,1.031147811,1.0487703257773922
286,3.425016895,3.4350779413876285
287,1.702966273,1.7123369236525865
288,1.940715046,1.9970049891959847
289,1.939694858,1.9432648472336915
290,2.862324983,2.920161739995067
291,2.381967416,2.377359027487834
292,1.450925828,1.527076304033434
293,1.912994427,1.9878940608581668
294,1.759194269,1.6493803108645526
295,2.592906531,2.624587970049773
296,1.650066361,1.663559420046254
297,1.524243621,1.5339467079822782
298,2.852601969,2.890206805216669
299,1.8202146,1.818330981081766
300,1.493109186,1.5047293960091241
301,3.431781772,3.433356782936239
302,3.071125575,3.0753450176281674
303,2.13642307,2.1256271050180446
304,1.987044318,1.960247254444599
305,5.049593215,5.077800300861936
306,2.130269074,2.095469364774165
307,2.360855855,2.3541387575145976
308,3.129869249,3.1359040606459505
309,2.59592189,2.577887149581057
310,1.778674983,1.8325947547324315
311,1.68278152,1.6755908182460453
312,2.202867986,2.217378907462936
313,1.786391993,1.7692734325847492
314,1.328640897,1.3409800091659054
315,1.860011909,1.8727036887185033
316,4.012624242,4.0203577629550615
317,1.487664888,1.482541292435573
318,2.88996759,2.8715478558582843
319,2.096273333,2.1550482321835616
320,2.546652068,2.5293031576114555
321,1.630824604,1.6727504740236443
322,3.225939585,3.174763108668618
323,1.479016239,1.4754513928580384
324,1.567297885,1.5382861537381947
325,2.516073732,2.554241314306901
326,1.68914996,1.6948555187580405
327,2.126517142,2.13822793012197
328,2.408728272,2.404120729010852
329,2.595928097,2.5888381791763657
330,4.930763156,5.011738616079522
331,2.383123294,2.3795045341261156
332,1.826777532,1.8237583186076924
333,2.412600135,2.39128134725749
334,2.600676591,2.55994641437463
335,2.718651669,2.715999857881978
336,2.372023264,2.3279788653890963
337,2.346816799,2.361333668128013
338,2.080957744,2.095971380684912
339,2.023678873,2.0674402365191544
340,3.027539495,3.0451714477596687
341,2.442904449,2.4777738106936695
342,2.16416375,2.141634104754187
343,1.343429675,1.325921140544176
344,3.645263296,3.6068238255769485
345,2.330450301,2.4145362283856167
346,2.435117812,2.419566813588423
347,2.034948396,2.0194468188098558
348,1.316453207,1.3202637803815835
349,0.954575308,0.9400184758708053
350,1.833190493,1.8289044265293979
351,1.528585058,1.558250886686068
352,1.832548075,1.8504013459515842
353,2.284090685,2.280363678866935
354,1.966947371,1.9651077264956216
355,2.756438311,2.708951605257077
356,1.596469537,1.6032871895000684
357,1.529081285,1.5254891144926357
358,1.774654009,1.7416401289125114
359,2.959809451,2.9857868123702187
360,1.619864354,1.6110815793766542
361,1.516486014,1.5145739080545828
362,1.231273216,1.2400398739845855
363,2.589888329,2.6049395315578794
364,1.764217605,1.8558458517855094
365,4.812186301,4.772818391230734
366,2.102680068,2.0936344179853643
367,3.143953759,3.196357685335995
368,2.422252729,2.4190756693572353
369,1.764981983,1.7577730761724388
370,3.068661949,3.0601776030761836
371,2.089248662,2.039899982950609
372,3.41302363,3.428597231216789
