,true,MLP,RF,SVR
0,1.611626262,1.648748504385998,1.6183578954399989,1.638803376696385
1,1.924011387,1.8980200913632257,1.9252436229700003,1.89901670028457
2,1.793378211,1.711671669958326,1.7840062415400018,1.7146945621870429
3,2.406205105,2.4566686176415384,2.4173319726799996,2.4369755560943855
4,2.575524985,2.796430557155233,2.643924676739997,2.761890159647257
5,1.491494465,1.4309534055351634,1.48830005422,1.4095226992422307
6,2.379425047,2.32994570261463,2.378368905500004,2.3428910869089603
7,4.193280471,4.117048420077507,4.228416878189996,4.121257498733767
8,1.568680157,1.6133946686544678,1.5667577980699996,1.58925845997859
9,1.578885386,1.5436484912663804,1.5766759099099985,1.5455150544497838
10,1.364006386,1.2992068665475247,1.33320066149,1.3312457714495673
11,1.462881443,1.5495167809098414,1.4813510504499985,1.5168845040528338
12,2.924776487,2.938429335020771,2.9101425980899984,2.9136761752027893
13,2.158094799,2.1663681217750956,2.2159411207599984,2.1947856257370724
14,1.811674285,1.8841853545323572,1.822750995460001,1.9121072200809093
15,2.501247468,2.4265840408185073,2.4837859957200017,2.454435422168345
16,3.051405371,2.9188992791361303,2.9879846854799963,2.9089667740141376
17,3.685079186,3.665764371396977,3.668046693069998,3.6935396259146724
18,2.264589774,2.2523733245020017,2.262915906900001,2.2704126308776873
19,2.581464049,2.613658339998265,2.608605593830003,2.626823629730456
20,2.550763973,2.432129683180695,2.5008219660699966,2.4392516833672624
21,2.444020336,2.362637784195756,2.4440661565499973,2.3988584448266717
22,3.752823103,3.7964131372927854,3.763254227770006,3.8092087078928145
23,2.826515356,2.6709874177686808,2.794295260909998,2.69938282938813
24,2.33293262,2.2621149124977005,2.301557754160001,2.277085808580288
25,2.686748254,2.7865430183994215,2.6985265491400012,2.7735209288665854
26,3.151563131,3.0854077724681597,3.131454502569996,3.069148702155105
27,2.315505149,2.3030306926296564,2.324005763929998,2.3097550115653895
28,1.765960178,1.786359806008953,1.7661386231800003,1.758035744688561
29,3.128920013,3.0572895431408815,3.118239841830002,3.050335552966573
30,2.774590978,2.6934931441309518,2.7673650102699976,2.7136070578068683
31,1.318516557,1.3418187582286631,1.315339848289999,1.3557353231132954
32,3.452962319,3.389563767088087,3.4518464314999964,3.4093948131930865
33,2.168130477,2.1419124826105023,2.1628631033100025,2.1663186290831065
34,2.747252606,2.728313029420394,2.7421136668399977,2.747885320081812
35,1.720504866,1.7324503730336493,1.7368376810199981,1.772092259428613
36,1.442398919,1.4960736232046046,1.44473258067,1.4617247164472893
37,2.832378699,2.880394187551696,2.847003716410002,2.890768299345067
38,2.170394382,2.147763686065936,2.1522503824200014,2.1550553368430574
39,1.853160834,1.8691204221741304,1.8520128416399972,1.8823125930293667
40,2.639232777,2.611230371096338,2.6268729414499976,2.601633568671839
41,2.903536014,2.7653768225640794,2.8525203452899976,2.848574557371545
42,4.5399576,4.309511542693498,4.4373081393799945,4.35237942008202
43,2.183236664,2.176340951833612,2.192284725349999,2.1844973018007106
44,1.740211005,1.720806869866704,1.74031702793,1.8208965997453994
45,2.166197037,2.166228326576901,2.154089128249998,2.1470892586137293
46,2.711387067,2.6767529058263646,2.70718473898,2.675518983029119
47,1.289072732,1.3605588317921178,1.3031310147699986,1.3208822538748
48,1.761506865,1.7163872183860385,1.7388148321600014,1.7098905790159966
49,2.482315484,2.5446493153535106,2.5096202403499994,2.540719771485488
50,1.280462462,1.234878069248377,1.2603801116800013,1.2062248979739438
51,2.740011244,2.604932742299216,2.671531021029997,2.596280359577013
52,1.890500553,1.9024325341030845,1.9065437013800022,1.943336402429738
53,3.062150642,3.0441724671385693,3.0548654917900024,3.0640165067394136
54,4.507969435,4.64981012433782,4.513681109580005,4.679737646616363
55,2.928656721,2.93347193249596,2.91770053316,2.901222502758553
56,2.317933911,2.263723086116047,2.313418744320003,2.2823731640926845
57,1.280393888,1.207566758737517,1.2722563689200017,1.173717700960823
58,2.642664529,2.5643543074982498,2.6166684291200006,2.5755446435283202
59,2.140606235,2.136866646087291,2.1416235237100025,2.1439048692868656
60,2.433339725,2.395245849355457,2.429278814229998,2.395995063267091
61,3.110342434,3.154662214791272,3.0983848206099998,3.145977359735661
62,2.006391373,2.00065297841831,2.002540300580003,1.986875012522754
63,1.790064345,1.8092087627136912,1.7945116644699994,1.818061725761082
64,1.854995627,1.894128819394889,1.891415062009998,1.9048986705050512
65,2.951070876,3.0660548602708704,2.9634150035099998,3.030885570825258
66,3.373504153,3.467438030597956,3.4226834239299997,3.4743469350130676
67,1.920234235,1.93380852583656,1.919973848540001,1.9142624902460805
68,3.904820065,3.9911164881743044,3.9211168406300048,3.9781533666368682
69,1.24450137,1.2375000581056348,1.2383315875599992,1.2212444744927673
70,1.730608242,1.736718608578786,1.726815537099999,1.7216129511529545
71,2.686306384,2.6229089241267047,2.670712626120001,2.6306123079926826
72,3.0327853,3.038328989119843,3.039514784150002,3.0041425297111823
73,3.304335395,3.2827218713397444,3.2904315412600034,3.304342628918994
74,2.569655669,2.5104957893773068,2.5553753157500045,2.526968431787065
75,3.422137419,3.70335956197072,3.5164196740400024,3.723788862422138
76,1.766956437,1.8020712769965537,1.773037192530002,1.7870419871846202
77,2.489966306,2.5524570818382832,2.4985479752900033,2.5646998841737894
78,2.563434749,2.5081930082958634,2.5493669890300024,2.517400163421816
79,3.143782265,3.0650130990480977,3.1180710974300023,3.0609804191125685
80,1.810176651,1.7709534819078767,1.819530641300002,1.7697312501513536
81,2.936546287,2.819201183261808,2.8917161307,2.846969289831171
82,1.914345079,1.956139617421869,1.9169087296399967,1.927242511354606
83,2.293606078,2.2126402996471817,2.257099322120002,2.193431319906436
84,2.67263808,2.713231771801075,2.681879833890004,2.7223597055702466
85,2.212012136,2.17678933052285,2.2090916001899985,2.199235408744128
86,1.763540457,1.8175041155248288,1.768553788870001,1.8117508968133071
87,1.446760022,1.483496878459703,1.4613411614400014,1.4953398446613915
88,1.665932639,1.6105454739112601,1.6554447268800003,1.625279179106622
89,3.369158255,3.1730896917418403,3.2880429293800013,3.177097557367982
90,1.362772011,1.380850760161136,1.3611863775600008,1.4095154364926112
91,4.505602133,4.418783605242662,4.483325000710006,4.426743847594728
92,1.874458624,2.0197998273084297,1.9267386833299995,2.0038384263465607
93,2.613400435,2.720243950956482,2.624130320359997,2.7272710033940886
94,2.114561335,2.165053846379994,2.125370821059998,2.179439864095536
95,2.785594641,2.5854630167707278,2.747063889829996,2.6172013620671053
96,2.601222875,2.701912666118976,2.636932628099997,2.6962827057630085
97,3.977365718,4.098193457922224,4.004324234279992,4.0656676075340386
98,1.549445384,1.4903794401574997,1.5423579155999982,1.477454645462136
99,1.982101554,2.030155063324894,2.004000222319999,2.047833700370835
100,2.970913423,3.000198983751983,2.9657492541700043,2.9871803294060273
101,1.883795762,1.8537756244583035,1.879221826140002,1.848357626876591
102,1.254323244,1.2363979954384,1.2516372666400013,1.2031313803847619
103,1.903320706,1.858004378655515,1.8778254996099983,1.8606602850864176
104,1.973888962,1.8369218276198462,1.9333964892199973,1.8340210102158836
105,2.33311834,2.4030336949380446,2.345209966659999,2.366381406223083
106,2.745296569,2.7166267550360215,2.732055160830002,2.7236670056990437
107,1.606939131,1.7942246681117258,1.6650736517299989,1.7604155140469335
108,1.78100548,1.7255051988506136,1.7778952689500018,1.7118208129193992
109,1.978753262,1.9761679977661841,1.9847540074599987,1.9733362580842222
110,2.057867389,2.039331557436444,2.0720180768599987,2.0555733974320995
111,1.694627759,1.6987191768023093,1.6974155588100022,1.692928652798344
112,3.695566533,3.825187514545152,3.700774812829997,3.6604874233920874
113,2.507985819,2.5051024537966886,2.4945595293499996,2.493456287328204
114,4.684494375,4.6642779648215384,4.660352795029996,4.625341832752984
115,2.469046262,2.4941404942382976,2.5090755887200022,2.5036600754796603
