,cas,smiles,LogLD
1426,2675-77-6,COC1=CC(Cl)=C(OC)C=C1Cl,4.04139268515822
1427,121-17-5,[O-][N+](=O)C1=C(Cl)C=CC(=C1)C(F)(F)F,3.03140846425162
1428,106-43-4,CC1=CC=C(Cl)C=C1,3.32221929473391
1429,87-60-5,CC1=C(N)C=CC=C1Cl,2.75891189239797
1430,98-56-6,FC(F)(F)C1=CC=C(Cl)C=C1,4.11394335230683
1431,75-77-4,C[Si](C)(C)Cl,3.68579725311146
1432,69-09-0,Cl.CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,2.16136800223497
1433,13007-92-6,[Cr].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+],2.36172783601759
1434,52-28-8,OP(O)(O)=O.[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@H](C4)[C@]1([H])C=C[C@@H]2O,1.92941892571429
1435,2210-79-9,CC1=CC=CC=C1OCC1CO1,3.60205999132796
1436,4170-30-3,C\C=C\C=O,1.90308998699194
1437,80-15-9,CC(C)(OO)C1=CC=CC=C1,2.5820633629117
1438,108-80-5,OC1=NC(O)=NC(O)=N1,3.88649072517248
1439,931-97-5,OC1(CCCCC1)C#N,1.0
1440,286-20-4,C1CCC2OC2C1,3.02419823220686
1441,930-68-7,O=C1CCCC=C1,2.3424226808222
1442,66-81-9,C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,0.301029995663981
1443,6055-19-2,O.ClCCN(CCCl)P1(=O)NCCCO1,1.97312785359969
1444,2008-39-1,CNC.OC(=O)COC1=C(Cl)C=C(Cl)C=C1,2.79588001734407
1445,533-74-4,CN1CSC(=S)N(C)C1,2.5051499783199
1446,4403-90-1,[Na+].[Na+].CC1=CC(=C(NC2=C3C(=O)C4=CC=CC=C4C(=O)C3=C(NC3=C(C=C(C)C=C3)S([O-])(=O)=O)C=C2)C=C1)S([O-])(=O)=O,4.0
1447,91-17-8,C1CCC2CCCCC2C1,3.62013605497375
1448,2873-97-4,CC(=O)CC(C)(C)NC(=O)C=C,3.2479732663618
1449,123-42-2,CC(=O)CC(C)(C)O,3.40140054078154
1450,124-02-7,C=CCNCC=C,2.76192783842052
1451,124-09-4,NCCCCCCN,2.8750612633917
1452,2050-92-2,CCCCCNCCCCC,2.43136376415898
1453,3252-43-5,BrC(Br)C#N,2.38916608436453
1454,821-06-7,BrC\\C=C\\CBr,1.79239168949825
1455,35691-65-7,BrCC(Br)(CCC#N)C#N,2.71180722904119
1456,3322-93-8,BrCC(Br)C1CCC(Br)C(Br)C1,3.50785587169583
1457,111-92-2,CCCCNCCCC,2.27646180417324
1458,102-81-8,CCCCN(CCO)CCCC,3.0293837776852
1459,110-05-4,CC(C)(C)OOC(C)(C)C,4.39794000867203
1460,101-96-2,CCC(C)NC1=CC=C(NC(C)CC)C=C1,2.17026171539495
1461,77-58-7,CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC,2.24303804868629
1462,79-36-7,ClC(Cl)C(Cl)=O,3.39093510710338
1463,554-00-7,Nc1ccc(Cl)cc1Cl,3.20411998265592
1464,95-82-9,Nc1cc(Cl)ccc1Cl,3.20411998265592
1465,118-52-5,CC1(C)N(Cl)C(=O)N(Cl)C1=O,2.73399928653838
1466,540-59-0,ClC=CCl,2.88649072517248
1467,2782-57-2,ClN1C(=O)NC(=O)N(Cl)C1=O,3.06929801211552
1468,2893-78-9,[Na+].ClN1C(=O)[N-]C(=O)N(Cl)C1=O,3.15228834438305
1469,99-54-7,[O-][N+](=O)C1=CC=C(Cl)C(Cl)=C1,2.97909290063832
1470,583-78-8,Oc1cc(Cl)ccc1Cl,2.76342799356293
1471,96-23-1,OC(CCl)CCl,2.04139268515822
1472,78-88-6,ClCC(Cl)=C,2.5051499783199
1473,2213-63-0,ClC1=NC2=CC=CC=C2N=C1Cl,2.29003461136251
1474,98-87-3,ClC(Cl)C1=CC=CC=C1,3.51174971134498
1475,80-43-3,CC(C)(OOC(C)(C)C1=CC=CC=C1)C1=CC=CC=C1,3.61278385671973
1476,3129-91-7,[O-]N=O.C1CCC(CC1)[NH2+]C1CCCCC1,2.51851393987788
1477,84-61-7,O=C(OC1CCCCC1)C1=C(C=CC=C1)C(=O)OC1CCCCC1,4.55630250076728
1478,77-73-6,C1C=CC2C3CC(C=C3)C12,2.54777470538782
1479,85-98-3,CCN(C(=O)N(CC)C1=CC=CC=C1)C1=CC=CC=C1,3.43933269383026
1480,4074-88-8,C=CC(=O)OCCOCCOC(=O)C=C,2.39794000867203
1481,112-36-7,CCOCCOCCOCC,3.69635638873333
1482,111-77-3,COCCOCCO,3.61193562504012
1483,111-40-0,NCCNCCN,3.03342375548695
1484,78-38-6,CCOP(=O)(CC)OCC,3.36735592102601
1485,106-20-7,CCCCC(CC)CNCC(CC)CCCC,3.21484384804769
1486,93-05-0,CCN(CC)C1=CC=C(N)C=C1,2.30102999566398
1487,367-25-9,NC1=CC=C(F)C=C1F,2.91381385238371
1488,147-47-7,CC1=CC(C)(C)NC2=C1C=CC=C2,3.30102999566398
1489,110-96-3,CC(C)CNCC(C)C,2.41161970596323
1490,108-18-9,CC(C)NC(C)C,2.88649072517248
1491,523-87-5,CN1C2=C(NC(Cl)=N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,3.12057393120585
1492,119-90-4,COC1=CC(=CC=C1N)C1=CC(OC)=C(N)C=C1,3.28330122870354
1493,101-70-2,COC1=CC=C(NC2=CC=C(OC)C=C2)C=C1,3.39269695325966
1494,2439-35-2,CN(C)CCOC(=O)C=C,2.65801139665711
1495,109-55-7,CN(C)CCCN,3.27184160653649
1496,78-63-7,CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C,3.5051499783199
1497,1467-79-4,CN(C)C#N,2.16435285578443
1498,89-58-7,CC1=CC(=C(C)C=C1)[N+]([O-])=O,3.38738982633872
1499,95-87-4,Cc1ccc(C)c(O)c1,2.64738297011462
1500,108-68-9,Cc1cc(C)cc(O)c1,2.78390357927273
1501,99-98-9,CN(C)C1=CC=C(N)C=C1,1.69897000433601
1502,106-65-0,COC(=O)CCC(=O)OC,3.69897000433601
1503,119-15-3,OC1=CC=C(NC2=CC=C(C=C2[N+]([O-])=O)[N+]([O-])=O)C=C1,4.19340290306241
1504,16091-18-2,CCCCCCCC[Sn]1(CCCCCCCC)OC(=O)C=CC(=O)O1,3.65321251377534
1505,102-06-7,N=C(NC1=CC=CC=C1)NC1=CC=CC=C1,2.5092025223311
1506,101-68-8,O=C=NC1=CC=C(CC2=CC=C(C=C2)N=C=O)C=C1,3.96378782734555
1507,2429-73-4,[Na+].[Na+].[Na+].NC1=CC2=C(O)C(N=NC3=CC=C(C=C3)C3=CC=C(C=C3)N=NC3=C(C=C4C=C(C=C(N)C4=C3O)S([O-])(=O)=O)S([O-])(=O)=O)=C(C=C2C=C1)S([O-])(=O)=O,3.80955971463526
1508,2429-82-5,[Na+].[Na+].NC1=CC2=C(O)C(\\N=N\\C3=CC=C(C=C3)C3=CC=C(C=C3)\\N=N\\C3=CC(C([O-])=O)=C(O)C=C3)=C(C=C2C=C1)S([O-])(=O)=O,4.0
1509,6637-88-3,[Na+].[Na+].CC1=CC(=CC=C1\\N=N\\C1=CC(C([O-])=O)=C(O)C=C1)C1=CC=C(\\N=N\\C2=C(N)C(=CC(C)=C2N)S([O-])(=O)=O)C(C)=C1,3.83442070368153
1510,17418-58-5,NC1=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C(O)C=C1OC1=CC=CC=C1,3.69897000433601
1511,119-06-2,CCCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCCCC,4.7843604909213
1512,24169-02-6,O[N+]([O-])=O.ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,2.82477646247554
1513,141-38-8,CCCCCCCCC1OC1CCCCCCCC(=O)OCC(CC)CCCC,4.44231040823367
1514,3083-25-8,ClC(Cl)(Cl)CC1CO1,3.17609125905568
1515,58-54-8,CCC(=C)C(=O)C1=CC=C(OCC(O)=O)C(Cl)=C1Cl,3.0
1516,13360-63-9,CCCCNCC,2.49136169383427
1517,7085-85-0,CCOC(=O)C(=C)C#N,3.71933128698372
1518,629-14-1,CCOCCOCC,3.64246452024212
1519,123-05-7,CCCCC(CC)C=O,3.41497334797081
1520,94-96-2,CCCC(O)C(CC)CO,3.14612803567823
1521,645-62-5,CCCC=C(CC)C=O,3.47712125471966
1522,103-11-7,CCCCC(CC)COC(=O)C=C,3.75985662734068
1523,104-75-6,CCCCC(CC)CN,2.65321251377534
1524,6197-30-4,CCCCC(CC)COC(=O)C(C#N)=C(C1=CC=CC=C1)C1=CC=CC=C1,3.69897000433601
1525,2461-15-6,CCCCC(CC)COCC1CO1,3.89209460269048
1526,10213-75-9,CCCCC(CC)COCCC#N,3.69196510276736
1527,5397-31-9,CCCCC(CC)COCCCN,2.5051499783199
1528,16219-75-3,CC=C1CC2CC1C=C2,3.40263789441283
1529,97-63-2,CCOC(=O)C(C)=C,4.17026171539495
1530,100-74-3,CCN1CCOCC1,3.25042000230889
1531,102-54-5,[Fe++].[CH-]1C=CC=C1.[CH-]1C=CC=C1,3.12057393120585
1532,518-47-8,[Na+].[Na+].[O-]C1=CC2=C(C=C1)C1(OC(=O)C3=C1C=CC=C3)C1=C(O2)C=C([O-])C=C1,3.82743389540077
1533,1172-18-5,Cl.Cl.CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c3cc(Cl)ccc13,2.94398887507377
1534,1975-12-07 00:00:00,NC=O,3.74640064449156
1535,764-42-1,N#C\\C=C\\C#N,2.12057393120585
1536,98-00-0,OCC1=CC=CO1,2.2479732663618
1537,623-30-3,O=CC=CC1=CC=CO1,2.93449845124356
1538,106-90-1,C=CC(=O)OCC1CO1,2.17609125905568
1539,79-14-1,OCC(O)=O,3.29003461136251
1540,107-22-2,O=CC=O,2.30102999566398
1541,95-19-2,CCCCCCCCCCCCCCCCCC1=NCCN1CCO,3.57978359661681
1542,36355-01-8,"Br*.Br*.C1=CC=C(C=C1)C1=CC=CC=C1 |c:2,4,6,11,13,t:9,lp:0:3,2:3,m:1:11.12.13.14.15,3:8.9.4.5.6,Sg:n:0:x:ht,Sg:n:2:y:ht|",4.3324384599156
1543,142-83-6,C\C=C\C=C\C=O,2.47712125471966
1544,4719-04-04 00:00:00,OCCN1CN(CCO)CN(CCO)C1,2.88252453795488
1545,999-97-3,C[Si](C)(C)N[Si](C)(C)C,2.92941892571429
1546,13048-33-4,C=CC(=O)OCCCCCCOC(=O)C=C,3.69897000433601
1547,6789-88-4,CCCCCCOC(=O)c1ccccc1,4.08990511143939
1548,107-16-4,OCC#N,0.903089986991943
1549,111-41-1,NCCNCCO,3.47712125471966
1550,5470-11-01 00:00:00,[Cl-].[NH3+]O,2.14921911265538
1551,75-86-5,CC(C)(O)C#N,1.2706788361447
1552,78-97-7,CC(O)C#N,1.93951925261861
1553,109-78-4,OCCC#N,3.5051499783199
1554,134-31-6,OS(O)(=O)=O.OC1=C2N=CC=CC2=CC=C1.OC1=C2N=CC=CC2=CC=C1,3.07918124604762
1555,4350-09-08 00:00:00,N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O,2.38560627359831
1556,127-07-1,NC(=O)NO,3.76042248342321
1557,56-18-8,NCCCNCCCN,2.86805636182304
1558,123-92-2,CC(C)CCOC(C)=O,4.22010808804005
1559,7779-65-9,CC(C)CCOC(=O)C=CC1=CC=CC=C1,3.69897000433601
1560,110-46-3,CC(C)CCON=O,2.70329137811866
1561,78-81-9,CC(C)CN,2.35024801833416
1562,123-51-3,CC(C)CCO,3.11394335230683
1563,7195-43-9,O=C(OCC1CO1)C1=CC(=CC=C1)C(=O)OCC1CO1,3.0
1564,108-21-4,CC(C)OC(C)=O,3.82930377283102
1565,768-52-5,CC(C)NC1=CC=CC=C1,2.7481880270062
1566,4016-14-2,CC(C)OCC1CO1,3.6232492903979
1567,101-72-4,CC(C)NC1=CC=C(NC2=CC=CC=C2)C=C1,2.85733249643126
1568,51-30-9,Cl.CC(C)NCC(O)C1=CC(O)=C(O)C=C1,3.34654855854847
1569,120-40-1,CCCCCCCCCCCC(=O)N(CCO)CCO,3.43136376415898
1570,78-70-6,CC(C)=CCCC(C)(O)C=C,3.44560420327359
1571,7447-41-8,[Li+].[Cl-],2.72098574415374
1572,2437-29-8,OC(=O)C(O)=O.OC(=O)C([O-])=O.OC(=O)C([O-])=O.CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](C)C.CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](C)C,2.43933269383026
1573,71-58-9,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,3.80617997398388
1574,54-64-8,[Na+].CC[Hg]SC1=C(C=CC=C1)C([O-])=O,1.8750612633917
1575,1229-35-2,Cl.CN1CCC(CN2C3=C(SC4=C2C=CC=C4)C=CC=C3)C1,2.41497334797081
1576,1504-74-1,COC1=CC=CC=C1C=CC=O,3.69897000433601
1577,110-49-6,COCCOC(C)=O,3.46239799789895
1578,3121-61-7,COCCOC(=O)C=C,2.60724050383174
1579,123-88-6,[Cl-].COCC[Hg+],1.3424226808222
1580,76-38-0,COC(F)(F)C(Cl)Cl,3.55630250076728
1581,484-20-8,COC1=C2C=COC2=CC2=C1C=CC(=O)O2,4.47712125471966
1582,608-25-3,CC1=C(O)C=CC=C1O,2.30102999566398
1583,93-58-3,COC(=O)C1=CC=CC=C1,3.07077646284343
1584,589-18-4,CC1=CC=C(CO)C=C1,3.59106460702649
1585,80-63-7,COC(=O)C(Cl)=C,1.83250891270623
1586,101-39-3,CC(C=O)=CC1=CC=CC=C1,3.31175386105575
1587,92-48-8,Cc1ccc2OC(=O)C=Cc2c1,3.22530928172586
1588,137-05-3,COC(=O)C(=C)C#N,3.20411998265592
1589,105-59-9,CN(CCO)CCO,3.28891960566172
1590,110-26-9,C=CC(=O)NCNC(=O)C=C,2.59106460702649
1591,6317-18-6,N#CSCSC#N,1.74036268949424
1592,109-83-1,CNCCO,3.14332712999204
1593,93-15-2,COC1=CC=C(CC=C)C=C1OC,2.90848501887865
1594,123-39-7,CNC=O,3.60205999132796
1595,107-31-3,COC=O,2.67669360962486
1596,4553-62-2,CC(CCC#N)C#N,2.60205999132796
1597,822-36-6,CC1=CNC=N1,2.87563993700416
1598,1184-57-2,[OH-].C[Hg+],1.63648789635336
1599,119-36-8,COC(=O)C1=C(O)C=CC=C1,2.94792361983172
1600,122-57-6,CC(=O)C=CC1=CC=CC=C1,3.3077099234048
1601,78-94-4,CC(=O)C=C,1.36361197989214
1602,4376-20-9,CCCCC(CC)COC(=O)C1=CC=CC=C1C(O)=O,3.1271047983648
1603,75-31-0,CC(C)N,2.04532297878665
1604,74-89-5,CN,2.0
1605,2163-80-6,[Na+].C[As](O)([O-])=O,2.84509804001425
1606,83-66-9,COC1=C(C=C(C(C)=C1[N+]([O-])=O)[N+]([O-])=O)C(C)(C)C,2.53019969820308
1607,81-14-1,CC(=O)C1=C(C)C(=C(C(=C1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,4.0
1608,123-35-3,CC(C)=CCCC(=C)C=C,3.69897000433601
1609,551-06-4,S=C=NC1=CC=CC2=CC=CC=C12,2.30102999566398
1610,17557-23-2,CC(C)(COCC1CO1)COCC1CO1,3.65321251377534
1611,1271-28-9,[Ni](C1C=CC=C1)C1C=CC=C1,2.69019608002851
1612,21829-25-4,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,3.00945089579869
1613,121-89-1,CC(=O)C1=CC=CC(=C1)[N+]([O-])=O,3.51188336097887
1614,577-59-3,CC(=O)C1=CC=CC=C1[N+]([O-])=O,3.20411998265592
1615,1999-09-02 00:00:00,Nc1cccc(c1)[N+](=O)[O-],2.72835378202122
1616,88-74-4,NC1=CC=CC=C1[N+]([O-])=O,3.20411998265592
1617,121-90-4,[O-][N+](=O)C1=CC(=CC=C1)C(Cl)=O,3.5532007214014
1618,122-04-3,[O-][N+](=O)C1=CC=C(C=C1)C(Cl)=O,3.7481880270062
1619,100-14-1,[O-][N+](=O)C1=CC=C(CCl)C=C1,3.25743856685981
1620,86-00-0,[O-][N+](=O)C1=CC=CC=C1C1=CC=CC=C1,3.08990511143939
1621,554-84-7,OC1=CC=CC(=C1)[N+]([O-])=O,2.51587384371167
1622,5131-58-8,Nc1ccc(c(N)c1)[N+](=O)[O-],3.65321251377534
1623,88-72-2,CC1=CC=CC=C1[N+]([O-])=O,2.94987770403687
1624,98-46-4,[O-][N+](=O)C1=CC(=CC=C1)C(F)(F)F,2.78532983501076
1625,3268-87-9,ClC1=C(Cl)C2=C(OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3O2)C(Cl)=C1Cl,0.0
1626,124-30-1,CCCCCCCCCCCCCCCCCCN,3.37930551775058
1627,26530-20-1,CCCCCCCCN1SC=CC1=O,2.74036268949424
1628,112-80-1,CCCCCCCC\\C=C/CCCCCCCC(O)=O,4.39794000867203
1629,341-69-5,Cl.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1C,2.40654018043395
1630,126-27-2,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC1=CC=CC=C1)C(C)(C)CC1=CC=CC=C1,3.0
1631,103-50-4,C(OCC1=CC=CC=C1)C1=CC=CC=C1,3.39794000867203
1632,7647-10-01 00:00:00,[Cl-].[Cl-].[Pd++],3.43200668726959
1633,61-25-6,Cl.COC1=CC2=C(C=C1OC)C(CC1=CC(OC)=C(OC)C=C1)=NC=C2,1.83758843823551
1634,87-84-3,ClC1C(Br)C(Br)C(Br)C(Br)C1Br,3.69897000433601
1635,13014-18-1,ClC1=CC(Cl)=C(C=C1)C(Cl)(Cl)Cl,3.4996870826184
1636,3524-68-3,OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,3.26245108973042
1637,4067-16-7,NCCNCCNCCNCCNCCN,3.20411998265592
1638,109-66-0,CCCCC,2.60205999132796
1639,594-42-3,ClSC(Cl)(Cl)Cl,1.91698004732038
1640,2045-52-5,Cl.CN(C)CCN(CC1=CC=CC=C1)C1=CC=CC=C1,2.47712125471966
1641,156-43-4,CCOC1=CC=C(N)C=C1,2.73239375982296
1642,132-20-7,[O-]C(=O)\\C=C/C([O-])=O.C[NH+](C)CCC(C1=CC=CC=C1)C1=CC=CC=[NH+]1,2.71600334363479
1643,122-59-8,OC(=O)COC1=CC=CC=C1,3.17609125905568
1644,95-54-5,NC1=C(N)C=CC=C1,2.70757017609793
1645,121-39-1,CCOC(=O)C1OC1C1=CC=CC=C1,3.36172783601759
1646,90-30-2,N(C1=CC=CC=C1)C1=C2C=CC=CC2=CC=C1,3.21085336531489
1647,101-54-2,NC1=CC=C(NC2=CC=CC=C2)C=C1,2.66651798055488
1648,119-39-1,O=C1NN=CC2=CC=CC=C12,2.56820172406699
1649,88-89-1,OC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,2.30102999566398
1650,120-57-0,O=CC1=CC=C2OCOC2=C1,3.43136376415898
1651,3160-37-0,CC(=O)C=CC1=CC=C2OCOC2=C1,3.60205999132796
1652,83-26-1,CC(C)(C)C(=O)C1C(=O)C2=CC=CC=C2C1=O,2.44715803134221
1653,346-18-9,CN1C(CSCC(F)(F)F)NC2=C(C=C(C(Cl)=C2)S(N)(=O)=O)S1(=O)=O,1.0
1654,143-18-0,[K+].CCCCCCCC\\C=C/CCCCCCCC([O-])=O,3.69897000433601
1655,1979-09-04 00:00:00,CCC(O)=O,3.41497334797081
1656,13889-92-4,CCCSC(Cl)=O,3.05269394192496
1657,17369-59-4,CCC=C1OC(=O)C2=CC=CC=C12,3.2174839442139
1658,35250-53-4,SCCC1=CN=CC=N1,2.19865708695442
1659,1969-05-06 00:00:00,Cl.Cl.CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC2=CC(Cl)=CC=C12,2.81954393554186
1660,141-84-4,O=C1CSC(=S)N1,2.5051499783199
1661,7775-09-09 00:00:00,[Na+].[O-][Cl](=O)=O,3.07918124604762
1662,151-21-3,[Na+].CCCCCCCCCCCCOS(=O)(=O)[O-],3.10991586302379
1663,3810-74-0,OS(O)(=O)=O.OS(O)(=O)=O.OS(O)(=O)=O.CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O.CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O,2.63346845557958
1664,110-61-2,N#CCCC#N,2.65321251377534
1665,144-83-2,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,4.19865708695442
1666,100-21-0,OC(=O)C1=CC=C(C=C1)C(O)=O,3.80617997398388
1667,632-79-1,BrC1=C2C(=O)OC(=O)C2=C(Br)C(Br)=C1Br,4.0
1668,14047-09-7,ClC1=CC=C(C=C1Cl)\\N=N\\C1=CC(Cl)=C(Cl)C=C1,3.69897000433601
1669,634-66-2,ClC1=C(Cl)C(Cl)=C(Cl)C=C1,3.06707085604537
1670,634-90-2,ClC1=CC(Cl)=C(Cl)C(Cl)=C1,3.23729233756745
1671,117-18-0,[O-][N+](=O)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,3.8750612633917
1672,17831-71-9,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,2.91009054559406
1673,112-57-2,NCCNCCNCCNCCN,3.60097289568674
1674,119-64-2,C1CCC2=C(C1)C=CC=C2,3.19762785481098
1675,527-53-7,CC1=CC(C)=C(C)C(C)=C1,3.71239713140671
1676,97-84-7,CC(CCN(C)C)N(C)C,2.8750612633917
1677,110-18-9,CN(C)CCN(C)C,2.42813479402878
1678,75-74-1,C[Pb](C)(C)C,2.02118929906993
1679,3333-52-6,CC(C)(C#N)C(C)(C)C#N,1.43136376415898
1680,83-67-0,CN1C=NC2=C1C(=O)NC(=O)N2C,3.10209052551183
1681,102-08-9,S=C(NC1=CC=CC=C1)NC1=CC=CC=C1,1.69897000433601
1682,1968-11-01 00:00:00,OC(=O)CS,2.05690485133647
1683,110-02-1,S1C=CC=C1,3.14612803567823
1684,546-80-5,CC(C)[C@@]12C[C@@H]1[C@@H](C)C(=O)C2,2.69897000433601
1685,4345-03-03 00:00:00,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(OC(=O)CCC(O)=O)=C2C,3.84509804001425
1686,584-84-9,CC1=CC=C(C=C1N=C=O)N=C=O,3.76342799356293
1687,95-53-4,CC1=C(N)C=CC=C1,2.82607480270082
1688,620-22-4,CC1=CC(=CC=C1)C#N,3.47712125471966
1689,102-70-5,C=CCN(CC=C)CC=C,3.01283722470517
1690,1025-15-6,C=CCN1C(=O)N(CC=C)C(=O)N(CC=C)C1=O,3.0
1691,2244-21-5,[K+].[O-]C1=NC(=O)N(Cl)C(=O)N1Cl,3.08457627793433
1692,1987-10-05 00:00:00,OC1=C(Br)C=C(Br)C=C1C(=O)NC1=CC=C(Br)C=C1,2.61278385671973
1693,102-82-9,CCCCN(CCCC)CCCC,2.05690485133647
1694,108-70-3,ClC1=CC(Cl)=CC(Cl)=C1,2.90308998699194
1695,111-21-7,CC(=O)OCCOCCOCCOC(C)=O,4.3541084391474
1696,1067-14-7,CC[Pb](Cl)(CC)CC,1.16136800223497
1697,78-40-0,CCOP(=O)(OCC)OCC,3.06632592536203
1698,535-83-1,C[N+]1=CC(=CC=C1)C([O-])=O,3.69897000433601
1699,480-22-8,OC1=CC=CC2=CC3=CC=CC(O)=C3C(O)=C12,3.50731604007641
1700,75-50-3,CN(C)C,2.69897000433601
1701,154-69-8,Cl.CN(C)CCN(CC1=CC=CC=C1)C1=CC=CC=N1,2.67117284271508
1702,603-35-0,C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,2.84509804001425
1703,13674-84-5,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,3.17609125905568
1704,13674-87-8,ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl,3.26717172840301
1705,2451-62-9,O=C1N(CC2CO2)C(=O)N(CC2CO2)C(=O)N1CC1CO1,2.27415784926368
1706,72-57-1,[Na+].[Na+].[Na+].[Na+].CC1=CC(=CC=C1N=NC1=C(C=C2C=C(C=C(N)C2=C1O)S([O-])(=O)=O)S([O-])(=O)=O)C1=CC(C)=C(C=C1)N=NC1=C(C=C2C=C(C=C(N)C2=C1O)S([O-])(=O)=O)S([O-])(=O)=O,3.79239168949825
1707,66-75-1,ClCCN(CCCl)C1=CNC(=O)NC1=O,0.550228353055094
1708,81-77-6,O=C1C2=CC=CC=C2C(=O)C2=C1C=CC1=C2NC2=C(N1)C1=C(C=C2)C(=O)C2=C(C=CC=C2)C1=O,3.30102999566398
1709,131-92-0,O=C(NC1=CC=CC2=C1C(=O)C1=C(C3=C(C=C1)C1=C(N3)C3=C(C(NC(=O)C4=CC=CC=C4)=C1)C(=O)C1=C(C=CC=C1)C3=O)C2=O)C1=CC=CC=C1,3.77815125038364
1710,120-14-9,COC1=CC=C(C=O)C=C1OC,3.30102999566398
1711,67-97-0,[H][C@@]1(CC[C@@]2([H])\\C(CCC[C@]12C)=C\\C=C1\\C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)C,1.6232492903979
1712,87-59-2,CC1=CC=CC(N)=C1C,2.9698816437465
1713,95-68-1,Cc1ccc(N)c(C)c1,2.66931688056611
1714,95-78-3,Cc1ccc(C)c(N)c1,3.11293997608408
1715,95-64-7,CC1=CC=C(N)C=C1C,2.90955602924117
1716,108-69-0,CC1=CC(N)=CC(C)=C1,2.8494194137969
1717,1960-12-08 00:00:00,OCCC1=CC=CC=C1,3.25285303097989
1718,60-24-2,OCCS,2.38738982633872
1719,68-36-0,ClC(Cl)(Cl)C1=CC=C(C=C1)C(Cl)(Cl)Cl,3.5051499783199
1720,69-72-7,OC(=O)C1=C(O)C=CC=C1,2.94987770403687
1721,71-48-7,[Co++].CC([O-])=O.CC([O-])=O,2.70156798505592
1722,1975-08-01 00:00:00,CCS,2.83378437465647
1723,75-18-3,CSC,3.51851393987788
1724,75-54-7,C[SiH](Cl)Cl,3.49514871354542
1725,75-75-2,CS(O)(=O)=O,2.30102999566398
1726,75-78-5,C[Si](C)(Cl)Cl,3.87764658060212
1727,75-79-6,C[Si](Cl)(Cl)Cl,3.31434341819628
1728,75-94-5,Cl[Si](Cl)(Cl)C=C,3.10720996964786
1729,75-98-9,CC(C)(C)C(O)=O,2.95424250943932
1730,1978-10-04 00:00:00,CCO[Si](OCC)(OCC)OCC,3.79726754083071
1731,78-67-1,CC(C)(N=NC(C)(C)C#N)C#N,2.0
1732,78-82-0,CC(C)C#N,1.69897000433601
1733,1979-04-09 00:00:00,ClCC(Cl)=O,2.31806333496276
1734,79-92-5,CC1(C)C2CCC(C2)C1=C,3.69897000433601
