,true,AFP,GAT,MPNN,DNN,RF,SVR
77,2.489966306,2.5915952,2.671571,2.4600258235995662,2.4919343,2.44900876789652,2.5900830881732877
78,2.563434749,1.9900471,2.5584273,2.46629280135174,2.5792508,2.456038870452747,2.4636493903362315
79,3.143782265,3.0031817,2.6982613,2.646219760240455,3.0052702,2.892368192332576,2.9782789853216176
80,1.810176651,1.7743431,2.0864298,1.8244293687372344,1.7404228,1.9683570331518985,1.9609174363367414
81,2.936546287,2.6992154,2.6002843,2.999061601696561,2.7737255,2.625536929778915,2.83662662678634
82,1.914345079,2.0483,2.12482,1.916729083225187,1.9229866,1.8860275989069926,1.822412160215491
83,2.293606078,2.21122,2.2108884,2.1667098921044454,2.180458,2.284783412822155,2.011604481285266
84,2.67263808,2.8911653,2.430306,2.6986767942290326,2.5877483,2.86499461510994,2.772839734678945
85,2.212012136,2.2178533,2.2012746,1.8013108830242808,2.1275373,2.2151112203706136,2.311867129520837
86,1.763540457,1.9628489,1.7620304,2.0326773000388503,1.7517896,1.9206851982561255,1.8637000180447674
87,1.446760022,1.6573135,2.342179,1.624022499329509,1.4336473,1.7630859054366987,1.711717433191793
88,1.665932639,1.4059869,2.005442,1.633947703220681,1.626207,1.8618805925247672,2.0058090553031187
89,3.369158255,3.2132068,2.8711221,3.2832113053918803,3.0665503,3.1106891960747003,3.149839264257766
90,1.362772011,1.5788865,1.1655059,1.4662639264698136,1.3308187,1.4149317904420726,1.3835020849127717
91,4.505602133,4.3841815,4.074836,4.243008863692284,4.2712936,4.252209929347631,4.406023893223012
92,1.874458624,2.1469903,2.036479,2.3976832168466538,1.9517621,2.1008846989273686,1.9746484000126936
93,2.613400435,2.607475,2.1338096,2.26437477451036,2.6886318,2.638710973392692,2.51376342847232
94,2.114561335,1.9254311,2.4522898,2.1259910686409635,2.1855583,2.21031427876563,2.2147221476108743
95,2.785594641,2.4028897,2.1116524,2.0417415738723483,2.5699263,2.4532466699252926,2.64845647976921
96,2.601222875,2.7522268,2.8989584,2.7159578180484982,2.6319885,2.626752342241069,2.6848253234901103
97,3.977365718,3.6849685,2.7913578,3.1044158751521116,4.0775604,3.577266091861147,3.8774266941182063
98,1.549445384,1.595764,1.984743,1.637312819070808,1.4562505,1.664450258843161,1.6496714852794367
99,1.982101554,1.864946,1.8954862,1.6763084994027362,2.0535445,1.812873397752246,2.0009877693714566
100,2.970913423,3.042896,2.9606621,2.9712164842837563,2.9424882,2.436075316910158,2.830908991887001
101,1.883795762,2.0203052,1.7236775,1.8452522504350903,1.7704753,2.1440421321027783,1.9840711443848207
102,1.254323244,1.2732276,1.9599376,1.3649272218807258,1.195917,1.6758373113657665,1.950122036930743
103,1.903320706,1.8874204,1.7154598,1.6668833576235307,1.8363131,1.790108379466396,1.8031175747718264
104,1.973888962,1.8845812,1.8020906,1.7305160911752515,1.8091831,1.7809151216279189,1.8433319298548039
105,2.33311834,2.3456814,2.2830417,2.599832715194549,2.3815012,2.118223116396205,2.23340323751996
106,2.745296569,2.472096,2.4887245,2.5781959299105393,2.7105153,2.640027964324308,2.649137480904554
107,1.606939131,2.2481322,1.7637304,1.8962930440051924,1.6673459,1.8438506469530793,1.7602754193206407
108,1.78100548,1.795727,2.1650386,1.9425001656663263,1.6820725,1.9499244213827147,1.8813336609517577
109,1.978753262,2.070496,1.9956394,2.0569939134154,1.9136114,2.110720623991254,2.0789649592087045
110,2.057867389,1.8187834,1.7966051,1.7808258273484479,2.0804684,1.8264100743283416,1.8222075953783725
111,1.694627759,1.7008371,2.0446525,1.854388373176078,1.6799006,1.8152610823835935,1.794337376352549
112,3.695566533,3.8883116,5.647726,3.51165789173153,3.7346642,3.773656008933281,3.7955544272570156
113,2.507985819,2.7017179,2.5530255,2.2626728796982043,2.4226851,2.3229528341900916,2.404070888205031
114,4.684494375,4.542947,3.7624269,4.1671617634993225,4.5813084,3.738347294446503,4.113353455255593
115,2.469046262,2.3658497,2.6082006,2.597997766365116,2.4533167,2.7414766294862982,2.5693923104442655
116,4.431384702,4.610978,4.1172166,4.793518544430108,4.4622755,4.017494873366729,4.331317222690596
117,2.595830059,2.2221375,2.4069517,1.8710822468856505,2.6565075,2.295644071716014,2.399087674353181
118,1.470893915,1.5247332,2.1218388,1.8938641110407737,1.5299598,1.7952824122727784,1.5709573559468066
119,4.947378574,4.9573836,3.0462778,4.676785854850998,4.721623,4.287421384331603,4.386959103857785
120,2.342101777,2.2107267,2.0081863,2.588674506546203,2.2184196,2.340259169109929,2.241951768151425
121,2.007636239,1.8351537,2.400898,1.9483746517417346,2.0433586,1.9492992502831894,2.0108291308190553
122,1.77414938,1.962289,2.3483205,2.170782290275676,1.8526614,2.2465167869013882,2.023708514607264
123,4.410649516,4.315771,3.1941204,4.218207584398229,4.067571,3.6885815671476747,3.8177063097343873
124,3.82097129,4.113004,3.2395542,4.3533643866836,3.65323,3.5259215015331784,3.721045857481614
125,2.518915494,2.7275286,2.0331206,2.517051652110755,2.469561,2.3063823357534052,2.41925667766078
126,1.780092788,1.8849413,2.0849655,1.786907743105027,1.7774993,1.965335806917952,1.879773754860902
127,1.075941257,1.3451353,1.7154138,1.569979343103289,1.1414295,1.583819505077654,1.6166751439373872
128,1.569704718,1.6272607,1.4435755,1.632486897627079,1.4947944,1.5856200943227237,1.587238646422087
129,3.302845223,3.4517236,2.987101,3.2171334047931444,3.3242407,3.5179985020682607,3.202976538113198
130,2.301991555,2.473989,1.9907105,2.765193643473962,2.2639422,2.3490738802880853,2.401925400417979
131,2.640167693,2.269866,2.2198255,2.3972911964819645,2.6798902,2.5108150441143193,2.5402466092737814
132,1.577544462,1.636916,2.1210394,1.9125285405374646,1.5889851,2.025691400875815,2.095131325303991
133,3.438295466,3.8374283,3.5441875,3.2563984137921422,3.1501377,3.5819274366129985,3.338320489268739
134,2.244764534,2.3037195,2.1687524,2.2164976108781644,2.1962228,2.307187005328258,2.200709208823049
135,2.982430581,3.0049095,2.9669223,2.5916453698452835,2.8879406,2.79211733831929,2.8828611520176226
136,3.181051421,3.1370425,2.6554177,2.866194171633291,3.1270738,2.9470056080007336,3.081029778983759
137,2.815582175,2.7934499,2.1536286,2.815511234848415,2.740559,2.58434709422716,2.7158562700767956
138,1.315543595,1.3818178,1.35824,1.443695619052841,1.198189,1.4441424863724304,1.327224590822323
139,2.354491715,2.4329357,2.0083382,2.160959937152951,2.365159,2.4077212619733697,2.454433565436572
140,1.352828727,1.3242725,1.5217367,1.4147729774997257,1.3132657,1.4584391634057088,1.4530279101771204
141,2.098419186,2.1926765,2.5108416,2.0513440599119135,2.0681903,2.145396440010286,1.9980957736069107
142,2.534109466,2.4709337,2.1466317,2.492398607010405,2.3932254,2.4820330246748736,2.5099526193138244
143,3.568429711,3.32945,2.5677166,3.3917190232077084,3.5767746,3.050198889229804,3.1117396958422563
144,1.879292278,1.94164,2.025176,2.0704989943590424,1.8951757,1.9592069232020786,1.97916396315278
145,2.411945502,1.9748621,1.7936739,2.0296659562692962,2.3560467,2.2421349490625904,2.1194851945964985
146,2.685698373,2.9762342,3.0868995,2.8983337799408417,2.6175988,2.627717108961165,2.710441294391097
147,1.957203017,2.0572495,2.5063283,2.278510340090825,2.2976482,2.3108096120314707,2.078156066175954
148,2.784135182,2.4309475,2.0798962,2.113904846516216,2.8097079,2.390205454865287,2.4955026038456127
149,1.056025155,0.9135255,1.4095469,0.8398325734951033,0.96238494,1.237582556997824,1.156445993877627
150,1.846882162,1.7804847,1.648442,1.6419400039227563,2.038524,2.0664816572908027,1.9443845485080633
151,2.168591294,2.1803524,2.1744606,1.7133965702936123,2.1559744,2.0714142298358005,2.074739398491012
152,2.792878247,2.6618054,1.8063222,2.345295771758704,2.784268,2.423315298825682,2.3140342941500456
153,2.843486229,2.9327846,2.41004,2.6990326872139447,2.9051151,2.5736163268316656,2.743520179519842
154,2.103991533,2.0848174,2.397794,2.3754404993392475,2.0263262,2.292023361580132,2.2040018702842983
155,2.312369306,2.280617,2.6705787,2.3240522113035764,2.3716934,2.235288940148172,2.4126215788346963
156,2.000592349,2.0701578,1.7681512,1.8154209715686718,1.9802446,1.8125737094478511,1.9003110181691267
157,2.911263232,2.9815865,1.9372383,2.7786125790438287,2.8097425,2.693406638326532,2.5139576040438145
158,1.335067228,1.7835673,1.826682,1.6125630698969937,1.3424278,1.4265741942716157,1.4349350130071306
159,2.421741491,2.3131208,1.9114107,2.202371969035286,2.155786,2.1150425175336753,1.9739816090593933
160,2.269702061,1.9063154,1.7292751,1.9980153866079489,2.2747474,2.1955235294752122,2.169491406364542
161,2.477287004,2.2158058,2.8843157,2.4308543800021645,2.3531277,2.397671470552203,2.402313711419062
162,3.666968889,3.7066553,2.7723708,3.6172853167187604,3.4546206,2.9546464571194835,3.4155399864524156
163,1.541899018,1.4095637,1.6497294,1.4740816322319688,1.569624,1.5525173410568973,1.6422716607518273
164,4.115509119,3.9799128,3.368644,4.30780945619876,3.93185,4.175759094654067,4.105812210297436
165,2.417364218,2.537123,2.7127092,2.0808284792748646,2.2490883,2.3199737248647887,2.517354417272936
166,2.217983016,2.069219,2.6380835,2.4401269819554767,2.1248512,2.4411454024369315,2.3179988325156713
167,1.502688043,1.4133161,2.2474077,1.7412572933729127,1.432324,1.7371375875989261,1.993209886553915
168,2.261880789,2.3153553,2.4111717,2.149875645948425,2.2437334,2.1513593571799405,2.1619177898685695
169,1.231884242,1.2231487,1.7008586,1.8265349292499415,1.3725644,1.613347109473269,1.9540755520327584
170,3.072145809,3.18133,3.341347,3.4196837491516403,2.8723407,3.4822329003108248,3.1719505818397797
171,2.575661818,2.4520924,2.59131,2.493273159296258,2.587238,2.446999714669002,2.586800871209494
172,2.271785415,2.6744008,2.0819159,1.8359000049235419,2.2618468,2.1936530710796363,2.309259407894016
173,2.634326134,2.8569427,2.2253518,2.650409462750444,2.593628,2.491391251660254,2.5341936157427183
174,2.084520672,2.1930192,2.5644438,2.391361606169744,1.9600531,2.3919570564586907,2.184545669195733
175,1.572005395,1.5099796,1.5369099,1.4997322158858384,1.6126915,1.4893278195193336,1.6716833558447808
176,1.677145955,1.7239532,2.0611782,2.0857826761551066,1.6160547,1.7949347761091135,1.7775247114877533
177,4.761335174,4.753067,3.8510728,4.201605249967295,4.724456,4.2581467013716345,4.083696543031657
178,1.741075588,1.8589842,1.9504735,1.6530956989067005,1.7351888,1.7740538608615148,1.8407867868400127
179,2.624949174,2.6728718,2.419999,2.4480224247530633,2.5693908,2.588340792423933,2.58967262193483
180,1.671424848,1.6604179,2.3799825,1.9778883971893755,1.7714838,1.9559843731359143,1.7713249335491352
181,2.866959761,2.5530808,2.1469035,2.5416837238237515,2.8544505,2.6696886825527715,2.7673288810116863
182,2.35848879,2.3141675,1.8380479,1.8209914613554674,2.3075914,2.0745423645615055,1.954734272110674
183,3.052574169,2.9777372,3.0315907,3.0629740327810095,2.897932,2.8898368952016154,2.7182592026861254
184,3.013295171,2.7028491,2.2311125,2.6895031236260407,2.8556771,2.7775537686015164,2.913152879536214
185,1.353069181,1.6726826,1.3005693,1.4062341642622558,1.3316257,1.4329275254096792,1.5842947187471106
186,1.768342059,1.8496993,1.8384438,1.867802071945107,1.7386701,1.9216730279071668,1.8681246191245593
187,2.068746,1.7873218,2.1725683,1.978902451303536,2.0091286,2.0673768291162147,2.1273885239160837
188,2.139078471,2.3303437,2.3995275,2.193236186686353,2.0487761,2.0639862210978217,2.131599349227791
189,3.452708501,3.609987,2.9394221,3.230973955198433,3.3995044,2.953700009913632,3.2489637261346336
190,0.881312694,0.84459895,1.2989504,1.0669971386217405,0.88711834,1.1420930966208394,0.9810795872969651
191,1.903676125,1.8742304,2.2712018,2.2145244759666336,1.9545225,2.0513673464516584,2.003333152847758
192,1.930084334,1.8692199,2.1188776,2.1195977727065904,1.9133618,2.1397321165475436,2.030246755117333
193,3.37193042,3.4149113,3.735454,3.79908431407884,3.2303655,3.169340533746905,3.271919520759693
194,2.422136598,2.284846,1.9362419,2.352330281225616,2.3175547,2.4886397788198362,2.3811967615617338
195,2.2096384,2.2303855,1.3111334,1.8820069989526638,2.161831,1.858362593987039,1.8336664794627757
196,2.204644097,2.3058412,2.3954954,2.095436404290866,2.1817608,2.247405926511192,2.1858893796822594
197,3.961687714,3.7367702,2.4336576,3.6595393868997492,4.1471467,3.040999079675683,2.625840522752689
198,1.85599337,1.5680069,1.3622797,1.7526403178812098,1.7909858,1.648131841161105,1.6058472814932783
199,1.94369374,2.3613207,2.662718,2.3964613828402666,1.8361254,2.2147201892102175,2.043730203831393
200,1.736429175,1.7791969,2.0670433,1.9529997418733482,1.7554336,2.158146860422405,2.188673467643855
201,1.841942293,1.9262754,1.7946764,1.817007669854406,2.199959,2.1031195502409226,1.941658132911091
202,1.588227424,1.6046177,1.8957937,1.4727674046938062,1.5441817,1.7220423688815163,1.6877339021046027
203,2.340779432,1.9731027,1.445467,1.8783682078907726,2.1310012,1.852440536096022,1.700270540361338
204,3.158910337,3.0652676,2.127337,2.636284946819746,3.1754253,2.684586067643985,2.5893602603041903
205,2.907962837,3.20672,2.6544988,2.859431471767845,2.704708,2.9956282751639223,2.807722523108348
206,2.646200522,2.578918,2.2794373,2.411024827779155,2.5114677,2.6440725575263966,2.6268016084957932
207,1.873519519,1.8124751,2.1568813,1.9254643812300776,1.8376328,1.9062568910620308,1.9737813038677992
208,3.816822457,3.806429,3.2788482,3.7708584812451535,3.6948102,3.7818730412595674,3.716589141043594
209,2.101136148,2.407897,2.8748667,2.3418297885784476,1.9830043,2.279462473764862,2.2009992717266074
210,2.417163603,2.5484347,2.6811166,2.2651705063976078,2.3783996,2.426322006140499,2.5171179736382925
211,2.208413554,1.948294,1.8183633,1.9786002355272079,2.1635296,2.1852136408192075,2.1082291880223742
212,4.851346215,4.566258,3.7651255,5.162038503521353,4.5594525,3.5163963910787124,3.611045105984411
213,2.301553828,2.326438,2.2064145,2.348471642718568,2.2752485,2.1410053544724335,2.2014153649611092
214,2.128190485,2.2910223,1.6454829,1.9413963527858118,2.094895,1.9848059989579547,1.7018076635981112
215,2.006460208,1.8936836,2.6216455,2.1846521143976454,2.077767,2.3084543733436416,2.1064913569198263
216,2.684790024,2.6021152,2.5741487,2.4219123281907113,2.5577939,2.8892908504454504,2.784694165062681
217,3.961814188,4.1253977,3.1379,3.6425866057567733,4.058673,4.8999308488150195,4.086489585047433
218,2.512814951,2.4149811,2.6551764,2.4907085342761404,2.4902027,2.5141459599595732,2.5647631470237204
219,2.713064268,2.760646,2.8692985,2.8059064446164808,2.7396233,2.739526698808425,2.6522721105971607
220,1.425750486,1.3031738,1.6066829,1.6778247103491983,1.418219,1.7152687370191226,1.5499171759108932
221,1.835394206,1.7989999,1.8188175,1.7937280477796846,1.7060045,1.7065355873437604,1.8955924959075998
222,1.913209348,2.037437,1.956141,1.9750627241935126,1.9688488,1.9742115920008405,2.013617935123979
223,1.737083748,1.2175503,1.3421985,1.2055351337358098,1.6432188,1.4604337220131978,1.3651537961521574
224,2.00733225,2.0633836,1.903864,1.9557672863799154,2.0127604,2.1049185145333587,2.1073145094613883
225,1.595657667,1.4631827,1.8759328,1.628496036444887,1.5650157,2.0892252268568727,1.657751968347604
226,2.552120441,2.4028447,2.001191,1.821704451789484,2.4734223,2.2511972453924995,2.3006359701945662
227,2.860355251,2.8330286,2.9904363,3.1815165607295373,2.7252026,2.869196892795215,2.926270490038878
228,2.386601955,2.1463766,2.356068,2.282872843936447,2.2787225,2.476931982254647,2.286280811523958
229,2.602749387,2.4767458,2.3474975,2.3988847287927917,2.6541543,2.1525289973641826,2.502463724533298
230,2.321110886,2.309927,1.7152619,2.427531638053314,2.2540874,2.0854319404151482,2.129875228235636
231,2.658389917,2.772266,2.9095557,2.599672403628913,2.6537018,2.6841849173164256,2.6630551865054235
232,2.835285011,2.7515178,2.8433452,2.5925945269050663,2.7387164,2.782005121721876,2.7352783889776298
233,1.892481954,1.9108816,1.9438018,1.7635549629226068,1.8836778,1.9074764732478429,1.9911078505142799
234,2.356383129,2.2168617,1.988091,2.303988809739171,2.3755345,2.5257229989661987,2.2562638416542384
235,2.145320297,2.5273125,2.2804465,2.232052794613645,2.0572045,2.04377282196551,2.245616832733436
236,1.406673841,1.5572792,2.055932,1.8952229561220713,1.3277406,1.9481631945303304,1.506602746827111
237,1.165785504,1.5742414,1.3990812,1.4220761152115946,1.0917984,1.4271010197620404,1.2653503451048433
238,2.06612888,2.0381417,1.9458647,2.1433013138091024,1.9263976,2.1380877459778653,1.9658844677692147
239,1.587398888,1.557464,1.2219414,1.563141076201759,1.6394413,1.5786658596400123,1.5860422403346774
240,4.094859945,3.820146,4.4242687,4.5090592934372875,3.9283419,3.826552626453248,4.194873639928054
241,3.481717738,2.8921406,2.2453482,2.7641127939651198,3.3911946,2.848469546873421,2.735060914998762
242,2.67374265,2.7596793,2.886091,2.5192501134703185,2.6259654,2.73284275158513,2.5733522299177105
243,1.981337048,1.844899,2.0665336,2.043045511096865,1.9329029,2.1715070487863346,2.081394565611392
244,2.382059801,2.2246537,2.4318187,2.5559001587011485,2.2490373,2.4033855165851183,2.416071587745328
245,1.146478515,1.3627846,2.0372167,1.8966444333413843,1.1042868,1.633525193266368,1.9197296497276988
246,4.368165257,4.5019655,2.4992747,3.563309296279277,4.220828,3.4960045239897806,3.218169625560656
247,1.742660013,1.7456597,1.825485,1.743676642991799,1.6440351,1.947069118322434,1.8427187308299622
248,2.443786204,2.8562527,2.0745237,2.4019538901165913,2.3583183,2.586443180793259,2.543975485788245
249,2.074280008,1.9677739,2.5668526,1.9440882778882864,2.058239,2.0578413641599638,2.1746198897812334
250,1.749188008,2.0499864,1.8281214,1.8609733883891095,1.7731041,1.909442326513916,1.696121214332566
251,2.030236603,2.09803,2.0428274,1.8089578167111275,2.1395316,1.972719532948736,1.9300515005989072
252,2.387358354,2.477683,2.1070166,2.2787131482952567,2.2833443,2.361784914133048,2.287249284325741
253,2.437040162,2.3089898,2.392071,2.24977130077507,2.4555821,2.564117439035399,2.459225604289071
254,3.200951079,2.8897731,2.1445425,3.272208420256373,2.952584,2.717966593518478,3.100872350178683
255,2.735080251,2.8037088,2.894286,2.5990930301682633,2.645996,2.685561504532186,2.6796420832957013
256,1.305709706,1.2996601,1.9999739,1.72611288429512,1.3088744,1.5784511612438838,1.7593818061171849
257,2.814115184,2.694054,2.5875208,2.956546110417768,2.723188,2.6854245600630144,2.8130151977829696
258,1.595913781,1.5463942,1.8664979,1.544397413908398,1.6350523,1.6396149516571061,1.6957614190953356
259,1.593197426,1.7143952,2.1093597,1.9412731832301153,1.5909956,1.9261255280074465,1.6930234142467049
260,2.260282427,2.4889193,1.9566464,2.1852995139011733,2.1961963,2.092609002354826,2.232343057737854
261,2.697085937,2.642304,2.179053,2.649848234804696,2.5425189,2.527344080724129,2.5969032182847913
262,3.003496908,2.9509063,2.2658591,2.8420688324073278,2.8930202,2.6543110342019767,2.137911067529704
263,1.5817608,1.5160581,1.7775614,1.6415220024799124,1.6892565,1.5107422815366702,1.6393928574643313
264,2.349092056,2.3238776,2.893181,2.4011726494391605,2.2263722,2.4644550597521473,2.449465340236111
265,1.862350559,1.859589,2.0598238,1.9197968535237644,1.9527271,1.937369932581465,1.9626550394225795
266,2.767142726,2.606103,1.4860413,2.784916639891932,2.5786774,2.701854123232229,2.3235855968457138
267,0.988826407,1.02015,1.693807,1.1844507262041324,1.0650328,1.318531700879893,1.97707825687755
268,1.277295325,1.448141,1.4806986,1.3688310474329994,1.3123177,1.4004988651560566,1.608653696760013
269,1.224856535,1.4008454,1.3467121,1.4897577860667943,1.216441,1.4181746546932419,1.5261609139975756
270,2.066248876,2.1728916,2.1313024,2.444132565094023,1.9271713,2.3194617005968534,2.166176696647672
