,TRUE,GAT,DNN
228,3.342422681,3.8450816,3.207295
229,3.301029996,2.0809536,3.3188696
230,3.086359831,2.9531887,2.6875253
231,2.785329835,3.0235038,2.6359155
232,2.167317335,3.048433,2.5715628
233,4.633468456,3.7135735,4.2020464
234,3.501606922,3.4155655,3.6206553
235,2.775428392,3.1324282,3.062874
236,3.353030976,3.4743507,2.4626546
237,2.477121255,2.634257,1.775037
238,4.014075096,3.675056,3.8870733
239,4.220108088,3.906616,3.5238175
240,4.505149978,3.971716,4.0349584
241,3.301029996,3.0568798,2.738536
242,3.301029996,3.2559612,3.091017
243,1,2.4178188,1.5584514
244,3.749504424,2.7137585,3.0763993
245,2.698970004,2.999565,2.6406612
246,2.949227319,2.8875892,2.605928
247,2.752048448,3.480145,2.856501
248,3,3.293065,2.7982366
249,3.136720567,2.6843035,3.1128924
250,2.544068044,2.7704897,2.37611
251,3.041392685,2.6034422,2.957933
252,2.397940009,2.996966,2.2657921
253,2.397940009,3.0908432,2.3742285
254,2.397940009,2.844423,2.34739
255,2.397940009,3.1917603,2.3791993
256,2.397940009,3.1088812,2.5736856
257,2.397940009,3.205265,2.4118166
258,4,3.283554,2.8860526
259,3.042181595,3.212007,3.0876367
260,3.301029996,4.1256185,3.542895
261,3.681542726,3.1444943,3.7294261
262,3.06069784,2.9440808,2.9254344
263,3.684216795,3.1338408,2.81468
264,3.649918719,3.5897067,3.4603543
265,3.06069784,3.3059149,3.054105
266,2.970811611,3.2538052,3.3619795
267,3.903089987,3.287293,2.8353975
268,2.451786436,2.9632397,2.6749516
269,1.397940009,3.035986,2.7890604
270,3.301029996,3.2505312,3.7467053
271,2.698970004,3.1020963,2.80062
272,2.992553518,3.2161708,3.0093415
273,3.641037614,3.221807,2.4953957
274,3.097994394,3.1045444,2.7706547
275,1.929418926,3.0070846,1.5621995
276,2.970036777,3.0380924,2.8631334
277,2.397940009,2.8788571,2.3804505
278,2.961421094,3.257393,3.6191878
279,2.850033258,2.876889,2.802584
280,2.804820679,3.2271562,3.7810233
281,1.698970004,2.2130644,1.3572643
282,3.105850674,2.1832356,2.3847618
283,2.158362492,2.8706388,3.0661557
284,3.017033339,3.509609,3.5344336
285,3.437195452,3.2269704,3.663552
286,1.698970004,2.619863,3.3768752
287,3.029383778,3.3380108,2.4144676
288,3.552668216,3.286751,2.8076935
289,2.679427897,3.1973557,3.263442
290,3.832508913,3.532945,3.636843
291,3.243038049,3.1088915,3.0469778
292,1.681241237,2.3879585,2.5508962
293,1.602059991,2.7902308,2.5261152
294,3.698970004,3.3988216,4.2571754
295,3.602059991,3.4699855,2.671105
296,4,3.275972,3.523661
297,3.397940009,3.329628,3.2249067
298,3.571708832,3.249777,2.7905514
299,3.278753601,3.4209938,3.233026
300,2.698970004,2.7561479,3.413484
301,2.204119983,2.4442065,2.2529554
302,3.056904851,3.3160744,2.696618
303,2.698970004,3.368413,3.383567
304,3.361727836,2.9371357,2.8587286
305,2.568201724,2.923814,2.3763397
306,3.681241237,3.6218362,2.436076
307,2.298853076,2.9244835,2.3977635
308,2.698970004,2.6308317,3.2052376
309,2.698970004,2.710824,3.1479094
310,2.903089987,3.2404013,2.8560672
311,3.718501689,3.3547707,2.4344807
312,2.740362689,3.2625134,3.1667228
313,3.301029996,3.1305983,2.840938
314,3.477121255,3.6215696,3.6811707
315,3.698970004,2.8504548,2.934644
316,3.544068044,3.3478022,2.8951056
317,3.62324929,3.6027064,3.2449334
318,2.380211242,2.7408094,2.8752434
319,3.698970004,3.7780583,3.3171897
320,2.352182518,3.2985725,2.8094
321,3.477121255,3.0874047,3.1700623
322,3.602059991,3.4787598,3.5394895
323,3.301029996,2.8136091,2.6264899
324,3.301029996,2.7681253,3.2541153
325,3.301029996,2.8382647,3.270509
326,3.301029996,2.754955,3.407661
327,3.301029996,2.7820303,3.2919111
328,1.857332496,2.5542753,2.436005
329,2.792391689,2.4493232,2.7017124
330,2.100370545,2.3440635,2.2502706
331,2.954242509,3.0882518,2.6543746
332,3.031408464,3.1308181,2.6555443
333,3.322219295,3.2563624,3.2648613
334,3.899337076,4.6128078,3.9119856
335,3.103803721,2.9280856,2.6479197
336,4.047780925,2.9439266,3.4740279
337,3.176091259,2.903978,3.0706143
338,2.562768543,3.0587924,2.6859608
339,2.997823081,3.3167243,3.1106954
340,2.658964843,3.2734134,2.7126741
341,3.298853076,3.4444797,3.0108218
342,3.301029996,2.978693,3.195325
343,2.181843588,2.8537614,3.3491879
344,3.698970004,2.6060758,2.8060286
345,2.204119983,2.4116757,2.3174272
346,1.903089987,2.3959816,1.16195
347,3.658011397,3.9616373,3.6268206
348,3.351216345,3.4142673,3.6380913
349,3.793790385,3.5816295,3.4686844
350,3.637989781,2.7141898,2.865145
351,3.230448921,3.0905702,3.086208
352,3.230448921,3.0905702,3.209454
353,3.819543936,3.6415498,4.1289124
354,4.176091259,3.5964665,3.4778821
355,3.698970004,3.1595352,3.6461704
356,2.77815125,3.5533996,3.342836
357,4.230448921,3.0876236,2.6576846
358,1.16879202,1.9709015,0.9065433
359,3.544068044,3.036446,2.747813
360,3.505149978,3.1727047,3.4779463
361,3.301029996,3.0853293,2.9066377
362,3.698970004,3.2572217,3.7377574
363,3.505149978,3.2972918,3.4000278
364,2.477121255,2.7153642,3.0262187
365,2.75076545,2.8474288,2.2434673
366,4.62324929,3.7096367,3.923612
367,4,3.293903,2.8092387
368,1.113943352,3.2981722,2.9637191
369,3.17838077,2.9943748,2.6870508
370,3.698970004,3.4181547,2.940312
371,3.698970004,3.772462,3.923612
372,3.652729696,3.6905026,3.6029205
373,2.459392488,2.7798665,2.8517458
374,3.10720997,3.3236117,2.9594433
375,2.77815125,3.2940748,2.5589552
376,3.36078269,2.5696583,2.6867957
377,3.698970004,3.2298105,3.6769006
378,2.278753601,2.221448,2.8532522
379,3.281941933,3.4435616,3.1729114
380,3.414973348,3.779913,3.4943564
381,3.698970004,3.2108684,3.408147
382,3.574609941,3.3087726,3.787358
383,4.176091259,3.0859327,3.08536
384,2.301029996,2.68367,2.3991585
385,3,2.6335251,2.6239731
386,3.397940009,3.6996577,3.3800023
387,3.602059991,3.2915041,3.448167
388,2.079181246,2.5815306,2.1319692
389,1.903089987,2.2299354,2.048184
390,2.238046103,2.2661896,1.5103236
391,2.800029359,3.3393645,2.8853433
392,0.535800291,0.9380924,0.7087826
393,3.892094603,3.6509707,3.78322
394,3.511883361,3.0458345,2.594302
395,2.820857989,3.5490038,3.052827
396,3.399327532,3.7143161,3.183287
397,3.301029996,3.0709155,3.485669
398,3,3.458939,2.807803
399,1.875061263,3.2967155,2.6075122
400,2.77815125,3.014933,3.2413254
401,3.079181246,3.010715,2.5752597
402,3.56937391,3.1374474,3.065828
403,3.491805102,2.8078568,3.2027996
404,3.698970004,2.4120946,2.4950385
405,3.217483944,3.6220474,3.2240603
406,3.301029996,3.4944932,3.422504
407,2.716003344,3.1531239,3.0311944
408,3.812913357,2.933975,3.1639044
409,2,2.725223,2.0982273
410,4.172213604,3.7966413,3.6517644
411,3.495405563,3.1256773,3.526745
412,3.86332286,3.7314503,3.526936
413,4.495544338,3.3699684,3.93401
414,1.505149978,2.615475,2.4046962
415,2.954242509,2.4517303,2.0059528
416,3,2.1460555,1.5982639
417,3.301029996,3.3911183,3.331716
418,3.022428371,3.2257466,3.421611
419,3.197280558,3.0358734,3.496669
420,3.51851394,3.393061,3.9125185
421,1.176091259,2.036248,2.5193813
422,3.754348336,2.8282073,2.9483042
423,2.773786445,2.7889457,1.9269297
424,2.852479994,2.5654297,2.5824344
425,2.84260924,3.0968287,2.705937
426,2.977266212,2.701181,2.799259
427,1.176091259,1.7563117,1.6705002
428,3.301029996,3.0241864,2.9667714
429,3.301029996,2.8423536,1.9642094
430,2.397940009,2.5319197,2.4958675
431,2.352182518,2.6080868,2.5074427
432,2.076154792,2.9479299,2.4632292
433,3.29666519,3.1747494,3.7410896
434,3.301029996,4.0233808,3.8767316
435,3.920253804,3.4483585,3.7249377
436,3.397940009,3.5687423,3.205199
437,3.954242509,2.4939847,2.485386
438,3.283301229,3.332247,2.9002342
439,1.442479769,2.1952367,1.3432761
440,3.531478917,3.0652876,3.2596996
441,3.691965103,3.7081656,3.4271822
442,3.164352856,2.6263022,2.0890195
443,3.273001272,3.492619,3.5792413
444,2.230448921,2.6743968,2.1920485
445,3.075546961,2.9904733,3.0325658
446,3.544068044,3.738722,3.5785005
447,3.84509804,3.4171183,3.3001719
448,3.122543524,2.8615825,2.7328029
449,1.322219295,3.1702585,2.9689422
450,2.602059991,3.6712768,2.653161
451,3,3.5156765,2.8075175
452,1.397940009,1.508441,1.9637549
453,3.206724709,2.6558716,3.2417352
454,2.136720567,2.7374516,2.9192445
455,3.531478917,3.4193156,3.2725196
456,2.670709595,3.2823238,3.0097933
457,3.584331224,2.7520282,2.144273
458,3.369215857,3.2341752,3.3773448
459,0.477121255,2.0608156,1.5288379
460,3.31386722,2.7767115,3.5016391
461,3.301029996,3.6187022,4.1447554
462,3.514348489,2.8270323,2.081423
463,2.380211242,2.0041604,2.428522
464,3.204119983,3.393668,2.9767234
465,1.176091259,2.2093277,1.991798
466,3.301029996,3.2635856,2.9738894
467,3.155336037,3.4996161,2.9870877
468,2.643452676,2.9359393,2.9634895
469,2,2.5108652,2.3219864
470,3.322219295,2.3790765,2.231518
471,2.198657087,2.7759292,2.2957501
472,3.698970004,2.982967,3.5961735
473,2.77815125,2.8461306,2.1969297
474,1.924279286,2.921642,2.4655209
475,3.227886705,2.9694545,2.4967892
476,3.698970004,3.6642969,3.253192
477,3.301029996,2.6006374,2.6028852
478,3.976625052,5.189151,3.7520401
479,1.832508913,1.5572934,1.0048611
480,2.641143471,1.6533713,1.7306734
481,1.875061263,1.8791881,1.5603964
482,3.451786436,3.1457505,3.3037288
483,3.161368002,2.7466867,2.6334631
484,3.089905111,2.943245,2.6362085
485,3.591064607,3.2861824,3.7552311
486,2.167317335,3.0401974,2.6264877
487,4.389166084,3.2471037,2.9334583
488,2.698970004,3.1227477,2.4203749
489,2.477121255,2.6958694,2.490739
490,2.477121255,2.8309877,2.7377949
491,2.477121255,2.6702683,2.4906192
492,2.477121255,2.6547492,2.374028
493,2.477121255,2.9657483,2.1889756
494,2.477121255,3.0075653,2.4126358
495,2.476469324,3.4752932,3.2239637
496,1.301029996,3.3750386,2.4621246
497,3.667452953,2.9603252,2.9515107
498,3.041392685,2.8552928,2.5610883
499,1.625312451,2.957275,1.7655959
500,2.949390007,2.8360696,2.7211792
501,1.903089987,1.705797,2.048232
502,3.512684396,2.9189227,4.047071
503,3.124938736,2.8422775,2.2633035
504,3.414973348,2.844085,3.011924
505,3.301029996,3.4168086,3.2771788
506,1.968482949,2.676864,1.9297284
507,3.544068044,3.1392143,2.87621
508,3.452297671,3.552563,3.4999275
509,2.653212514,2.3294878,2.2811906
510,1,3.0460548,2.7489276
511,3.698970004,3.7454073,3.9114
512,2.301029996,2.870696,2.5574439
513,2.397940009,2.7704668,2.5965245
514,2.397940009,2.6558738,2.2977352
515,3.822168079,2.501037,2.9645302
516,2.397940009,2.646729,2.6063726
517,2.910090546,3.198495,2.4203749
518,3.371067862,3.4501495,3.4077914
519,3.698970004,2.9866505,3.3424287
520,3,3.2952352,2.9017518
521,3.278982117,2.7186694,2.8358064
522,3.36486355,3.0774112,2.6685674
523,3.491361694,3.6274366,2.8545938
524,3.64607682,3.3825667,3.608425
525,3.619510721,3.031414,3.1409228
526,3.698970004,3.3028834,3.307504
527,3,3.4291928,3.025954
528,2,2.8192096,1.9876093
529,3.390935107,3.105176,3.3654246
530,2.322219295,3.2581887,2.377503
531,1,1.4410222,1.6166149
532,0.591064607,1.541481,0.8204067
533,4.033423755,2.8999038,3.2418098
534,4,3.4936657,3.9748144
535,2.480006943,2.9964046,2.7075791
536,2.875061263,2.6468325,3.3129125
537,2.397940009,2.5660253,2.9391406
538,3.021189299,2.8167808,2.3703496
539,2.439332694,3.6067808,2.5106368
540,3.698970004,3.519251,3.0335739
541,2.819543936,3.22231,2.671585
542,4.77815125,3.584955,4.5229754
543,2.892094603,2.3861413,1.5531687
544,0.243038049,0.7139156,1.3531604
545,2.250420002,2.394902,1.9090257
546,2.301029996,2.2364092,2.0130668
547,3.681241237,3.1930387,3.1836972
548,2.799340549,3.1643727,3.1816797
549,2.602059991,3.0811362,2.4991686
550,3.301029996,3.0287519,2.9709892
551,3.061954844,2.7179728,2.7200935
552,3.372819982,3.4824317,2.6680663
553,2.903089987,3.1627169,3.3296432
554,2.278753601,2.7881513,2.7842968
555,3.290034611,3.1459908,2.8245077
556,2.881099218,3.4676256,3.6360075
557,1.949390007,1.5845234,1.3959774
558,2.73239376,2.467318,2.912298
559,3.477121255,3.1703327,3.252143
560,3.301029996,3.1766875,2.713404
561,3.079181246,3.4459465,2.7279143
562,3.217483944,3.3585274,3.438255
563,3.113943352,2.8255143,3.4016726
564,3.167317335,3.2817578,2.4328809
565,3.301029996,3.6783109,3.3506799
566,3.113943352,2.4161813,2.8440104
567,3.376576957,3.3077238,3.3067446
568,3.64738297,1.9659588,2.338346
569,3.301029996,3.3132463,3.2113578
570,2.838849091,2.8442035,2.7655246
571,2.69019608,2.9188192,2.519615
572,2.209515015,2.6726995,2.5933366
573,3.525044807,3.1594348,3.465645
574,3.544068044,3.195374,3.2987149
575,3.301029996,3.340366,3.6635497
576,2.204119983,2.2457416,1.8692105
577,2.892094603,2.9738376,3.0733035
578,3.301029996,3.0836473,3.4820077
579,4.069298012,3.331077,3.8621464
580,2.954242509,3.1196148,1.7019552
581,4.204119983,3.2193265,3.8742795
582,3.176091259,2.0900745,1.9282981
583,3.302547372,3.5176737,3.3267803
584,1.801305686,2.209084,2.0017855
585,3.716003344,2.866351,3.139785
586,0.230448921,1.3421493,0.22814061
587,1.681241237,2.3861344,1.8822564
588,2.916980047,2.3355386,2.4599557
589,3.574841195,2.9705708,2.908297
590,3.301029996,3.1257339,3.155112
591,2.477121255,2.9583435,2.580182
592,1.451325808,3.1484342,1.8001508
593,3.232487866,2.9940774,3.5579906
594,3.491361694,2.9995584,3.6195185
595,3,3.171793,3.1331215
596,2.397940009,2.7246644,2.8278835
597,2.397940009,2.6219673,2.4718015
598,2.397940009,2.5940146,2.3728914
599,2.397940009,2.6002924,2.55459
600,2.397940009,2.6436422,2.55459
601,2.397940009,2.733338,2.5467207
602,2.397940009,2.7787683,2.5721796
603,3.10002573,2.6693335,2.7546606
604,2.152288344,3.2596996,2.6126606
605,2.477121255,2.8658166,2.761767
606,2.382017043,3.0792513,2.3780973
607,3.096910013,3.1240764,3.3679852
608,3.810232518,3.2634132,3.646538
609,3.255272505,2.9689872,3.0151484
610,3.06069784,2.4158585,2.7519984
611,3.505149978,3.7390447,3.6953628
612,3.423245874,3.1852777,2.4956222
613,3,2.5455666,1.9901053
614,3.301029996,2.8233366,3.6566727
615,3.301029996,3.4909208,3.32775
616,2.977723605,3.2203207,2.750047
617,3.698970004,3.3857417,2.4639223
618,3.524136377,3.3861842,2.855718
619,2.635483747,2.3906093,2.262008
620,2.681241237,3.2457767,2.9857423
621,1.799340549,3.09646,2.7338066
622,2.593286067,3.1044855,2.9997528
623,1.954242509,2.2998624,2.4205945
624,1.414973348,1.5991082,1.76254
625,2.875061263,3.3843,2.9916258
626,1.989004616,2.2100291,2.906724
627,3,3.2473648,2.9330783
628,3.849419414,2.0298576,0.882442
629,0.209515015,2.108053,0.6633727
630,-0.124938737,2.1319866,2.0357444
631,3,2.6172843,1.8062333
632,3.546727693,3.0891,3.5402231
633,2.477121255,3.1865249,3.0909905
634,2.805500858,3.1574538,2.5607939
635,4,3.1924365,3.0539184
636,2.908485019,3.2793345,2.7719698
637,2.352182518,2.9067366,2.580692
638,1.903089987,2.9521184,2.317309
639,0.700444101,0.9445533,1.042379
640,3.632457292,3.33314,3.5701368
641,3.477121255,3.5170467,3.3388207
642,2.758911892,2.348379,2.5651662
643,1.77815125,2.3306587,1.6352688
644,0.522965595,0.9167033,0.43480805
645,3.007178585,3.3975165,2.9132721
646,3.698970004,2.7436295,2.7896051
647,3.614127031,3.296815,3.1490226
648,2.477121255,3.4047694,2.4175818
649,3.465382851,3.3542097,3.316874
650,2.547774705,2.9140882,2.406891
651,2.909556029,2.7910023,2.7998781
652,3.086359831,3.5243504,3.3365853
653,3.096910013,2.819607,2.5875487
654,2.146128036,1.3297582,1.916193
655,2.975891136,2.4875138,1.6544764
656,3.811575006,2.4874215,1.7458106
657,2.792391689,2.798541,2.772224
658,2.898176483,3.222843,2.5153067
659,3.602059991,3.2015731,3.2286425
660,2.966141733,2.592381,2.805906
661,2.698970004,3.0566483,2.7271526
662,3.397940009,3.2849932,3.5092678
663,2.103803721,1.7285466,1.1701691
664,1.726727209,2.7831419,3.1176574
665,3.399673721,3.1686566,3.0752103
666,2.612783857,1.5197427,1.5386951
667,2.913813852,2.7516477,3.144545
668,4.213677102,3.5875626,3.8909807
669,1.903089987,3.3576474,2.4717453
670,2.929418926,2.8336086,2.507344
671,2.606464049,3.5326686,3.1861393
672,3.622214023,3.6205556,3.138695
673,2.982271233,2.913827,2.8895764
674,3.422097163,3.2514138,2.9754725
675,3.301029996,3.54814,1.8661647
676,3,3.2952826,3.4436138
677,0.84509804,1.6707056,1.2819564
678,0.875061263,1.7026362,1.1410196
679,0.544068044,1.8369763,1.0952189
680,3.475089803,3.2858708,3.7548351
681,2.622214023,3.2050614,2.7409277
682,4,3.4521837,3.596718
683,3.06069784,3.242296,3.5622804
684,3.064083436,3.2726166,2.7047067
685,0.785329835,1.5617845,1.1023114
686,3.477121255,2.9766781,3.7499974
687,2.250420002,2.4379666,2.986276
688,1.903089987,1.6366985,1.4034625
689,2.838849091,2.8777034,2.7732196
690,3.939519253,3.114909,3.0704963
691,3.227886705,3.0898507,3.198153
692,2.836324116,3.04431,3.1778753
693,3.5024954,3.32606,2.88813
694,2.903089987,2.47209,2.4776816
695,3.611723308,3.7744715,2.9601648
696,1.698970004,2.787151,2.701733
697,3.397940009,3.9282384,4.3138185
698,3.755874856,3.1155925,2.6791062
699,3.826074803,4.0291576,4.593855
700,0.77815125,2.0189779,1.4586688
701,3.022222105,3.2758574,3.4379678
702,4.041392685,3.771941,3.4600337
703,4.002597981,3.1062598,3.092807
704,3.301029996,3.5630784,4.131853
705,3.477121255,2.3121152,3.489339
706,4.505149978,3.8738952,3.989451
707,3.301029996,3.5317276,3.1937416
708,4.201397124,3.7343047,4.3578696
709,4.599883072,4.0288386,3.7177458
710,4.84509804,3.0078008,3.1875842
711,2.653212514,2.2664661,2.3361607
712,3.698970004,3.8680284,3.481216
713,3.24292523,3.4866962,3.2732663
714,2.243038049,2.2145922,1.5965952
715,3.021189299,2.702542,2.225498
716,3.301029996,3.2717378,2.653059
717,3.108903128,3.2444916,3.0314806
718,3.159629596,3.4111118,3.2682042
719,3.40654018,3.2325068,3.377566
