,TRUE,GAT,DNN
720,2.25163822,2.3937643,1.6894268
721,3.951823035,4.343608,3.9314897
722,1.698970004,2.2030263,2.3073006
723,3.022531468,2.5269709,2.9368181
724,2.204119983,2.9548416,2.0662355
725,2.414973348,3.7599797,2.5392532
726,3.713700499,2.7395267,2.2649608
727,3.011993115,3.7378497,3.6757267
728,4.255272505,3.252933,2.9286337
729,2.97435815,2.9369423,3.0304835
730,2,1.9427464,2.2427626
731,2.767155866,2.864246,2.7848616
732,3.301029996,3.3884466,3.4800127
733,2.602059991,2.9072251,2.4045327
734,3.08278537,3.2813954,3.0960152
735,3.361727836,3.2171273,3.2151082
736,2.6599162,2.359813,1.1835898
737,3.322219295,3.4172816,3.0101526
738,2.666517981,3.2264678,3.1222425
739,4.301029996,3.1353922,2.3555064
740,3.342422681,3.2734702,2.9099336
741,3.602059991,3.4153044,3.3354208
742,2.397940009,2.3244746,1.9566759
743,4.348304863,3.889736,3.754978
744,2.353146546,3.1190872,2.4884539
745,2.800717078,2.6717954,2.5560634
746,3.176958981,2.918019,2.3851027
747,3.485366466,3.399181,3.315169
748,2.654176542,2.6507194,2.5575252
749,3.021189299,2.7815578,2.8678477
750,2.963787827,2.6493819,2.3248801
751,3.414973348,3.19689,2.8994534
752,3.614897216,3.114905,3.589619
753,2.23299611,2.5582378,2.3370242
754,3.025305865,3.2405984,2.6837478
755,2.06069784,3.6226592,2.2525947
756,3.851869601,3.225324,3.6058533
757,3.903089987,3.051332,3.3378665
758,3.301029996,3.054106,2.9149418
759,3.278753601,3.52113,2.926398
760,0.079181246,2.589764,0.3867915
761,3.397940009,3.2454417,4.027724
762,2.86332286,3.7958825,3.0181518
763,3.301029996,3.6732123,3.1542928
764,1.093421685,1.7658134,1.6244857
765,2.698970004,2.5846846,2.7424786
766,3.278753601,3.1844134,3.3780954
767,3.097074145,3.3566208,1.6466033
768,3.204119983,3.4856496,3.3762364
769,3.296240559,2.507249,2.2386076
770,2.477121255,3.012867,2.0171
771,2.954242509,2.8694115,2.906906
772,2.954242509,3.0054972,3.0028841
773,3.301029996,3.3117375,3.5804436
774,3.064457989,3.467118,2.5655026
775,2.648360011,2.7525966,2.717721
776,1.698970004,2.2806594,1.5796269
777,2.903089987,2.6676106,2.7559195
778,2.389166084,2.6761806,2.5986469
779,1.875061263,3.2864625,2.906393
780,0.876217841,2.5000172,1.3636122
781,0.477121255,1.912786,0.36482945
782,3.291590826,3.0530677,2.8634806
783,2.380211242,2.4834995,2.228675
784,3.698970004,3.4552712,2.7449026
785,4.016197354,3.611756,3.2832103
786,2.791690649,2.7152529,2.8106496
787,3.504810553,3.534194,3.4715626
788,2.42036838,2.9567065,2.0663998
789,2.812913357,2.9383464,3.0740442
790,4,3.297116,4.402633
791,3.278753601,3.32234,2.682974
792,3.136720567,3.1590745,3.6807053
793,3.698970004,3.2728097,3.0978107
794,3.364550995,3.494451,3.440422
795,3.602059991,4.4853573,3.7183716
796,3.929418926,3.0380774,3.2396197
797,3.855438387,1.9899836,1.4928669
798,3.602059991,3.6402767,3.0102584
799,3.301029996,3.4749844,2.8188167
800,3.301029996,3.3660479,3.2211876
801,3.84509804,2.4750736,1.7610375
802,3,2.0699925,2.1625822
803,2.698970004,1.9679744,2.4169257
804,2.929418926,3.2708933,3.1899655
805,3.120738406,2.9604023,2.7121823
806,2.447158031,2.8665218,3.571883
807,0.919078092,3.0783336,1.7686708
808,-0.096910013,2.6166484,2.4495952
809,2.698970004,3.592524,2.6342742
810,1.62324929,2.5021255,0.7599762
811,3.544068044,3.4734185,3.1565092
812,3.301029996,3.241674,3.6181824
813,3.365487985,3.9245076,3.8426154
814,3.531478917,3.5283198,3.207278
815,1.146128036,2.017956,1.8608265
816,2.342422681,2.8998206,2.7942488
817,1.949390007,1.7604959,1.1797587
818,3.84509804,3.236744,2.6544285
819,3.056904851,2.8476615,2.9045286
820,3.372359583,3.9003735,2.8766878
821,4,3.5209303,4.3135285
822,1.924279286,2.8626127,1.906118
823,3.176091259,2.7261593,2.3934538
824,3.017033339,2.146056,2.1518676
825,1.612783857,2.8951972,2.592914
826,3.77815125,3.2773156,2.4572225
827,3.33243846,2.4787867,2.6567843
828,1.792391689,3.055626,1.3933254
829,2.649821463,2.8136616,2.9903936
830,3.380211242,2.8699179,2.3414063
831,3.986771734,4.077898,4.0448093
832,3.528273777,2.9885583,3.1755211
833,4.176091259,3.8430276,3.8031325
834,3.255272505,3.1542766,3.0717473
835,3.875061263,3.7456346,3.1416907
836,3.361727836,2.699751,2.904299
837,3.602059991,3.1740177,3.4214013
838,2.271841607,2.3079774,1.7642212
839,3.578581911,2.5593665,3.321264
840,2.149219113,1.4918654,1.6291288
841,3.301029996,3.3792036,3.4097655
842,2.963210483,3.1955214,2.3943985
843,1,1.5162535,1.3554825
844,3.698970004,3.6772819,3.2881851
845,1.977723605,2.398907,2.3799794
846,2.041392685,2.4195552,2.6250057
847,2.397940009,2.4108293,2.7987435
848,3,3.1622047,2.7257588
849,1.991226076,1.7161148,2.1628213
850,3.187520721,2.413993,2.7862127
851,2.875061263,2.4476054,2.3670483
852,2.875061263,2.318582,2.272537
853,2.544068044,2.4346402,2.58767
854,2.748188027,3.0798476,2.6604538
855,1.770852012,2.3043375,1.7180008
856,2.806179974,2.6705136,3.5373263
857,1.330413773,2.170227,1.5144393
858,3.914475383,3.6644738,3.9428136
859,1.919078092,3.0444152,2.4594443
860,3.861534411,3.369484,3.4264095
861,3.135768515,3.5010297,3.333002
862,3.096910013,3.1828008,3.386021
863,2.591064607,3.0092435,2.0438015
864,3.505149978,2.8568745,3.0268886
865,2.857332496,2.5269253,2.582443
866,4.568201724,4.000973,3.989451
867,3.491361694,3.4887807,3.5066674
868,3.204119983,2.4656262,2.2343783
869,3.651471852,3.1379545,2.6657648
870,2.278753601,2.592909,2.1845424
871,3.567896437,2.7052414,3.1656947
872,2.833147112,2.2404487,2.6173677
873,3.086359831,3.002671,2.5192256
874,3.301029996,3.0049994,2.9278722
875,4.176091259,4.165734,4.4652247
876,3.698970004,2.570642,2.1283379
877,4.159266331,3.430873,3.4899948
878,4.053078443,3.1869745,3.6345499
879,3.301029996,3.7366197,3.6255732
880,3,3.1778896,3.2471964
881,3.079181246,2.926577,2.974852
882,2.716003344,2.9445398,3.1027703
883,3.459995256,3.0973053,2.6224463
884,3.131297797,2.720778,2.9798563
885,2.638489257,3.089944,3.0256302
886,2.812913357,2.841901,2.973079
887,2.908485019,3.3705344,3.462355
888,3.806179974,2.6574404,3.479476
889,3.266584447,2.485763,2.9949918
890,2.875061263,2.8917098,3.0175188
891,2.71432976,2.9580088,2.413876
892,2.57054294,2.1483915,2.9425564
893,4,3.6836786,2.3955321
894,3.650469422,3.417096,3.2496097
895,2.301029996,2.4496765,2.0107706
896,1.681241237,2.453576,1.5022622
897,3.698970004,2.8302906,2.6813095
898,2.394451681,3.076531,3.4276814
899,3.397940009,4.346222,3.7873251
900,2.727541257,3.4223237,3.3678277
901,4,3.7014527,3.1342175
902,3,2.513594,2.982171
903,2.041392685,2.7612038,1.8174044
904,2.960946196,2.7045403,2.8327544
905,1.799340549,3.084083,2.8904839
906,0.897627091,2.6104105,1.8812436
907,1.491361694,3.2372768,2.8295274
908,0.959041392,3.106719,3.1225889
909,3.542825427,2.909921,2.9200919
910,3.602059991,2.721548,2.6121922
911,2.698970004,2.9644928,2.5040252
912,3.301029996,2.2609394,1.872985
913,2.991226076,2.6436753,2.7169087
914,3.698970004,3.2032335,3.8700857
915,3.161368002,2.8654275,2.8744144
916,4.176091259,4.01528,4.084103
917,2.829946696,3.1103604,2.8024895
918,4.075546961,3.3405972,3.9160106
919,1.219872563,1.2523549,1.0075661
920,0.644537058,1.4672158,1.2832084
921,1.826074803,1.4703231,1.1167035
922,2.979092901,2.9944599,1.9378185
923,3.602059991,3.809031,3.2158425
924,2.937016107,2.9304512,3.2756076
925,2.903089987,3.0186956,3.3693376
926,0.899455702,2.4719827,2.2880092
927,1.176091259,2.059772,1.4097553
928,3.098643726,2.8480139,2.8871305
929,4.301029996,3.8336513,3.1820474
930,3,3.1025305,3.1592805
931,2.245512668,2.9536498,1.9321294
932,2.403120521,2.8569338,2.1080122
933,2.403120521,2.817908,2.2065272
934,2.568201724,2.8408215,2.3327687
935,1.939519253,2.8085692,2.4233778
936,2.096910013,2.0404096,1.6667813
937,3.301029996,3.002275,2.9448562
938,3.464936429,2.6437428,2.1722896
939,2.096910013,2.3832479,2.711605
940,3.253095586,3.0413756,3.255334
941,2,2.833756,2.1334696
942,3.462397998,3.252304,3.0196588
943,3.698970004,2.818669,2.1159418
944,3.301029996,2.611468,3.0846188
945,2.883661435,2.9236674,3.7175367
946,3.330413773,2.0208209,3.1961708
947,3.684246747,3.841091,2.6988556
948,2.217483944,3.0333104,2.2877598
949,0.892094603,2.615436,1.4526488
950,3.944153536,4.010808,3.6459272
951,2.602059991,3.4811122,3.0891573
952,3.041392685,3.0035434,3.1571496
953,2.740362689,2.734182,3.240442
954,3.149219113,2.798824,2.9923494
955,1.255272505,2.1300545,1.4755843
956,0.477121255,2.255348,2.489708
957,2.977723605,3.1728258,2.8539014
958,2.633468456,3.198924,2.5807555
959,3.698970004,3.565183,4.3935866
960,3.184691431,2.0098443,2.3076518
961,3.102090526,2.9871216,3.1218631
962,3.451786436,3.0001302,2.8560736
963,2.178976947,1.790139,1.8753475
964,3.459392488,2.7265465,1.9649657
965,2.278753601,3.654815,2.9558983
966,3.72427587,3.7607284,3.2497022
967,2.602059991,2.8531957,3.242897
968,3.261262869,2.7488494,2.2722888
969,4.053078443,4.057644,2.5561821
970,2.911157609,2.9689336,3.2620995
971,3.301029996,2.9100158,2.988887
972,2.204119983,2.4879086,2.4555018
973,2.811575006,2.438538,2.0892525
974,1.079181246,2.0020485,1.6731366
975,2.50242712,2.294925,1.9426297
976,2.301029996,3.0688317,2.1049254
977,3.698970004,3.186722,3.4191804
978,3,3.5469058,4.011881
979,1.799340549,1.4403598,1.558391
980,3.921686475,3.6103144,3.7611551
981,-0.68613278,2.4112465,-1.3901129
982,3.477121255,3.1401002,2.6631672
983,3.812913357,3.7372165,3.5968978
984,4,3.3200536,3.399291
985,3.301029996,3.5840485,2.1629732
986,2.669037801,2.8828356,2.2330797
987,3.041392685,2.9643552,2.9292886
988,3.204119983,3.1539915,3.253456
989,3.698970004,3.1682909,3.8130217
990,3,3.1616673,2.9547253
991,2.750508395,3.1535888,2.9686189
992,3.698970004,3.0208013,4.483826
993,2.301029996,3.0157373,1.7727782
994,2.682145076,2.9966214,3.0686197
995,3.571708832,3.4137807,3.9695668
996,4,3.4225795,3.8972058
997,3.591064607,2.7207458,3.349945
998,3.698970004,3.5323758,4.3068547
999,2.250420002,2.3885424,2.3570857
1000,2.255272505,2.1651044,2.3761756
1001,1.256453145,1.1306291,1.0986111
1002,3.698970004,3.4582875,3.6497548
1003,1,2.2714632,2.81332
1004,0.77815125,1.8507893,1.7450054
1005,1.462397998,2.89542,1.6303072
1006,2.355068206,3.4970458,3.4931495
1007,1.301029996,3.5815768,4.2074866
1008,2.31386722,3.0778992,2.994269
1009,2.84509804,3.79865,3.5005057
1010,2.579783597,3.351347,2.2540123
1011,2.73479983,2.941143,2.326082
1012,3.698970004,3.2790525,3.476114
1013,3.206825876,3.0675783,2.9538517
1014,1.698970004,1.9701755,2.1556175
1015,2.342422681,2.88937,2.8401198
1016,2.859138297,2.9206123,2.7650962
1017,1.537819095,2.703651,0.9654373
1018,4,3.0216484,3.2988634
1019,4.201397124,3.1758964,4.374512
1020,2.77815125,2.7636256,3.0001128
1021,3,3.0990407,2.6488953
1022,2.954242509,2.787486,2.7460027
1023,2.477121255,3.1569185,3.0956943
1024,2.920123326,3.2321424,2.409625
1025,1.079181246,1.981173,1.6712238
1026,2.73239376,2.4070222,2.5674555
1027,3.698970004,2.825733,3.665731
1028,3.463146137,3.0441725,2.4740226
1029,3.176091259,3.10675,2.6129804
1030,3.190331698,3.5614536,3.4216616
1031,2.84509804,3.136856,2.953043
1032,1.113943352,2.249448,1.7865164
1033,3.301029996,3.4287322,2.7708855
1034,2.792391689,3.1449378,2.5800722
1035,1.887898488,2.921921,3.49893
1036,3.230448921,3.3942165,3.323001
1037,3.301029996,3.0457501,2.856238
1038,3.5980606,3.1730309,3.3371994
1039,3.553822367,2.9489121,2.9684112
1040,3.053078443,2.912839,3.2432668
1041,2.80140371,2.9744096,2.494932
1042,1.477121255,2.8983946,2.082405
1043,2.937852093,3.3333976,3.6007793
1044,2.263636069,2.9868317,2.6682127
1045,3.40654018,3.6351929,2.8905118
1046,3.926856709,3.2859273,4.010848
1047,4.201397124,3.7343047,4.3578696
1048,3.075546961,2.7741258,3.1530359
1049,2.919078092,2.8134074,3.122922
1050,1.397940009,2.3999846,1.3865623
1051,2.305351369,3.19852,2.1543195
1052,1.397940009,2.3372037,1.1561025
1053,2.658011397,3.1586168,2.2853632
1054,2.903089987,3.0000637,2.5621216
1055,2.903089987,3.236769,2.682251
1056,2.155336037,2.5887852,1.8530458
1057,2.547774705,2.8767295,2.836555
1058,2.903089987,3.1500058,2.6592581
1059,2.144055027,2.695252,1.8939316
1060,2.62324929,2.234951,2.522316
1061,3.462397998,3.1436408,2.0131836
1062,3.06069784,3.0825248,2.9581246
1063,3.423245874,3.2595954,2.8935807
1064,3.208172527,3.0206344,2.5243778
1065,3.954242509,3.9270294,3.3498883
1066,1.602059991,3.1980536,3.120217
1067,2.068185862,2.971954,2.2117717
1068,3.309630167,3.0575285,3.0402722
1069,2.698970004,2.188686,2.4562001
1070,3.468051791,3.227059,3.3111646
1071,2.579783597,2.8537614,3.3491879
1072,2.997211583,3.3556645,3.065383
1073,2.641474111,3.3556645,3.0950332
1074,2.83457964,3.0298705,3.2279642
1075,3.431363764,3.1735265,2.9744747
1076,2.77815125,2.8042762,1.8278846
1077,1.903089987,2.730606,3.131141
1078,1.698970004,2.1474934,1.6317939
1079,0.301029996,1.9419937,0.1798363
1080,4,3.07508,3.99312
1081,2.477121255,3.7608624,3.2040784
1082,3.36660971,2.667878,2.8863916
1083,3.929418926,3.3380694,2.6734452
1084,4,3.3393424,3.2894323
1085,3.150449409,2.872725,2.9627016
1086,3.602059991,3.1273446,2.0572333
1087,3.748188027,3.259433,3.4140744
1088,4.204119983,3.053569,3.8179154
1089,3.301029996,3.5360103,3.383106
1090,1.929418926,2.915554,2.808894
1091,2.212187604,3.0238986,2.2860248
1092,2.574031268,2.163416,1.8702306
1093,2.951677437,3.0252137,2.8991253
1094,3,3.2956915,2.4934337
1095,3.301029996,3.514839,2.7093375
1096,4,3.5066485,4.6729617
1097,2.903089987,3.1003962,3.0331013
1098,3,3.450386,2.9570503
1099,3.477121255,3.2778733,2.8719816
1100,3.632457292,2.9379916,3.2618108
1101,3.875061263,3.356368,3.4041817
1102,3.264817823,3.244285,3.09377
1103,3.883661435,3.0296593,3.3024771
1104,3.698970004,2.9106553,2.427918
1105,4.389166084,2.7412457,3.3184927
1106,3.505149978,3.1481013,2.9588268
1107,1.774516966,2.8223896,2.066153
1108,3.698970004,2.9592206,3.2232113
1109,2.886490725,2.890167,2.9310005
1110,3,3.4332454,3.977533
1111,3.440256039,2.9040227,3.4610715
1112,3.545059585,3.3527157,4.448056
1113,3.712397131,3.6027515,2.3899233
1114,3.477121255,3.383934,3.573488
1115,3.079181246,3.3552835,3.0890644
1116,3.698970004,3.8157303,3.3613343
1117,4,3.1014526,3.2602308
1118,3.3441269,2.8198647,2.342151
1119,2.477121255,3.0000277,3.369012
1120,3.698970004,3.380927,3.5320914
1121,4,3.1255105,2.8789816
1122,2.602059991,2.943221,2.7389991
1123,2.396199347,2.9562793,2.767302
1124,3.698970004,3.7267227,4.1021523
1125,1.77815125,3.1748576,2.8904521
1126,3.33405144,2.8062565,2.7411077
1127,2.668385917,2.9908667,3.3981133
1128,2.021189299,2.8056328,1.3735421
1129,3.235528447,3.2262259,3.4059207
1130,1.383815366,2.9671326,1.6324947
1131,3.86923172,3.4879894,3.3457756
1132,3.698970004,2.8175495,2.8495667
1133,2.176091259,2.442326,2.4255116
1134,3.367914739,3.1730309,3.3975785
1135,3.301029996,3.6171296,3.6330733
1136,3.301029996,3.4049988,3.9118888
1137,4.204119983,3.0952413,2.4215827
1138,3.602059991,2.9415512,3.4513052
1139,1.431363764,2.2379065,2.3318286
1140,3.301029996,3.514492,3.0697944
1141,3.77815125,3.077886,2.9747465
1142,4,3.2974052,3.7903855
1143,2.505149978,2.9422393,3.4240897
1144,4.441593029,3.7857523,4.175256
1145,3.477121255,3.5666432,3.298381
1146,2.053078443,5.8979692,2.2246904
1147,3.113943352,3.2040868,2.5975363
1148,2.583198774,2.7299266,3.0108182
1149,1.568201724,1.4217978,1.3586522
1150,3.301029996,3.6909533,3.6210787
1151,1.755874856,10.0247135,2.3323345
1152,3.346352974,3.0634985,2.987301
1153,4,3.7482412,3.9428136
1154,3.698970004,3.4999352,3.5130281
1155,4.086359831,3.715948,3.6282828
1156,4.230448921,3.4596958,3.2634778
1157,2.770852012,2.9297447,3.0726855
1158,0.457377197,2.5647964,2.515027
1159,3.301029996,3.3556645,3.3580446
1160,3.633468456,3.886321,3.7916741
1161,3.120573931,3.0969489,3.613689
1162,3.301029996,3.2260814,3.2317436
1163,2.666049738,3.3137176,2.4297886
1164,3.301029996,2.8937247,3.0534635
1165,3.477121255,4.198006,3.8473845
1166,3.188084374,3.237002,2.7571366
1167,2.075546961,2.7994459,2.220697
1168,2.799340549,3.0178013,2.1452372
1169,3.698970004,3.515904,4.1516333
1170,3.954242509,3.1375837,3.5791492
1171,3.219710239,2.6311266,3.488319
1172,3.346157302,2.8574133,2.7345614
1173,4.305124368,3.643714,3.257934
1174,4.397940009,3.2233176,3.751784
1175,3.146748014,3.132492,2.95716
1176,3.800029359,3.5032012,3.214447
1177,4.380211242,4.0859914,3.3180082
1178,2.84509804,3.0568454,2.7004793
1179,3.448397103,3.23812,3.726334
1180,2.130333768,3.029333,2.3972573
1181,2.790988475,2.435582,2.658952
1182,1.698970004,3.2079515,3.4459429
1183,3,3.009578,2.99075
1184,3.089905111,2.9035335,2.2826095
1185,3.361727836,3.1653664,2.3966863
1186,3.711638538,3.477629,2.693722
1187,3.255272505,3.1632547,3.1826346
1188,3.505149978,2.8153381,2.836223
1189,1.342422681,1.8092499,0.5600264
1190,3.322219295,3.0818498,1.8176758
1191,2.612783857,3.226052,3.6398318
1192,3.662757832,3.8038342,3.9428136
1193,2.220108088,2.742982,2.3002865
1194,2.397940009,3.3717504,2.590329
1195,4.472756449,4.146104,2.3130248
1196,3,3.5939636,3.1692865
1197,3.278753601,2.9071267,3.3318985
1198,3.176091259,2.9313624,2.156132
1199,3.698970004,3.0143263,2.9014995
1200,3.301029996,2.8516622,3.4312015
1201,4.056904851,3.789561,3.8108437
1202,4.181843588,4.0698676,3.5173051
1203,2.810232518,3.1962986,2.8224485
1204,2.506505032,3.1081202,2.7207034
1205,3.333850145,3.3819494,3.6230812
1206,2.33243846,3.1839626,2.3335972
1207,2.62324929,2.8762176,2.5110018
1208,3.698970004,3.6208012,3.2990363
1209,4.006466042,2.982526,2.735745
1210,3.40654018,2.7099133,2.6047955
1211,2.973127854,3.1686707,2.7708333
1212,2.812913357,2.8188155,2.8612
1213,2.991226076,2.8900409,3.1149359
1214,3.698970004,3.0375173,2.0158684
1215,2.418301291,3.3766708,3.4223526
1216,3.520021637,3.3171132,3.4673057
1217,2.517195898,3.0538986,2.2838056
1218,2.361727836,3.2370682,2.487523
1219,3.397940009,3.3970385,2.928289
1220,3.602059991,3.1115952,3.6456563
1221,4,3.4934552,3.1137755
1222,3.477121255,3.0183299,2.1998508
1223,2.390935107,3.2359009,2.801823
1224,3.698970004,3.3277004,2.3165536
1225,1.193124598,2.54257,2.5506823
1226,1.397940009,2.0969687,1.547275
1227,3.477121255,3.4702947,3.4753563
1228,3.698970004,3.682953,3.846206
1229,2.84509804,2.5297832,3.0457482
1230,3.84509804,2.7293618,3.2406447
1231,3.698970004,3.2926588,3.8126652
1232,4.204119983,3.9020486,3.3869922
1233,3.763427994,3.3150058,3.7194142
1234,3,3.6551728,2.9889026
1235,3.477121255,4.1305084,3.332047
1236,4.204119983,2.5829024,2.5032487
1237,2.994317153,3.1037457,2.388337
1238,3.591064607,3.3590071,3.2696187
1239,3.698970004,3.708113,3.021524
1240,3.698970004,3.5153735,3.2613914
1241,3.176091259,3.2261722,2.8798592
1242,2.638489257,3.0095663,2.6859655
1243,2.227243782,3.3668346,2.8067405
1244,3.079181246,2.4272516,1.9691362
1245,3.290034611,2.3724542,2.5282595
1246,3.130333768,2.8780446,2.4824593
1247,3.591064607,2.7321773,2.8256009
1248,2.133538908,2.4513395,2.457784
1249,2.929418926,2.909746,2.7451956
1250,3.161368002,3.4161937,3.4930003
1251,2.477121255,2.773716,2.3097415
1252,3.698970004,4.087769,4.0453873
1253,2.292256071,2.6415613,2.1054246
1254,0.301029996,1.099926,0.26900482
1255,3.354684554,2.7812996,2.581787
1256,2.322219295,3.0052085,1.8216301
1257,2.957846634,2.856422,2.9919994
1258,3,2.3762157,2.679564
1259,2.850646235,2.8573887,2.6013026
1260,2.555094449,2.962904,2.8074362
1261,4.005395032,3.4137154,2.8536527
1262,3.771587481,2.733957,2.1703763
1263,3.397940009,3.2512553,3.0073578
1264,3.247973266,3.3300662,3.398186
1265,4.193124598,3.527721,3.1785834
1266,2.740362689,2.0530639,2.161688
1267,2.411619706,3.488201,3.4954903
1268,3.380211242,3.2035916,3.1035419
1269,1.698970004,3.056581,2.5895972
1270,1.556302501,2.502555,2.5649362
1271,3.812913357,3.4658382,3.3360615
1272,2.980911938,3.4091585,3.250225
1273,2.72427587,3.096397,2.6794276
1274,3.5774918,3.3567667,2.278728
1275,2.247973266,3.058304,3.0304155
1276,2.612783857,3.0219438,2.8036716
1277,3.477121255,2.1892474,2.7843468
1278,1.949390007,2.8150594,2.12203
1279,3.101747074,3.2773156,2.4572225
1280,3.602059991,3.6346612,3.3993034
1281,3.267171728,3.0549238,3.3910418
1282,4.015639134,2.994683,2.264746
1283,3.041392685,2.7626839,3.453187
1284,2.970036777,2.9062593,2.0536075
1285,3.240798771,3.3633454,3.1951644
1286,3.352182518,2.3137243,2.5887907
1287,2.99343623,3.1949577,3.3826618
1288,2.399673721,2.6426585,3.0145738
1289,2.255272505,2.2495492,1.9510736
1290,3.301029996,3.5207524,2.5214987
1291,3.67669361,3.3167949,2.858327
1292,3.670555069,2.8835435,3.757573
1293,2.342422681,2.6940928,2.3140635
1294,3.397940009,3.7121656,3.2420928
1295,3.301029996,2.4687564,3.6266558
1296,2.903089987,3.4567916,3.1260395
1297,4.138302698,2.954468,2.5286908
1298,4.049992857,3.3534787,3.499682
1299,2.792391689,3.1571453,2.671768
1300,2.954242509,2.7146676,2.5682557
1301,2.786751422,2.9932694,2.8343265
1302,3.698970004,3.3496907,3.859729
1303,3.029383778,2.2832236,3.0069277
1304,3.053078443,3.234321,3.5084934
1305,2.875061263,3.2200947,3.7815351
1306,2.478566496,1.6547174,2.4438748
1307,2.602059991,2.9771147,3.0117874
1308,3.301029996,2.8835087,2.786281
1309,3.740362689,3.4157057,2.8753338
1310,3.495197318,3.1988504,3.048909
1311,4.176091259,9.738791,2.5525784
1312,2.934498451,2.5922275,2.4578097
1313,3.698970004,3.1974819,3.1574697
1314,3.20996159,2.637849,3.5871477
1315,3.627877695,2.8222122,3.3485024
1316,3.301029996,3.2664773,3.7233994
1317,2.397940009,3.0261335,1.677883
1318,3.278753601,2.7013724,3.0659182
1319,1.86332286,3.320928,2.2150078
1320,2.025305865,3.3181884,2.3812928
1321,3.51851394,3.261084,3.427293
1322,2.602059991,2.383228,2.520595
1323,3.271841607,3.4775717,3.3024173
1324,2.851258349,2.5550284,2.6567805
1325,3.799340549,2.767978,2.833274
1326,2.537259257,3.2449667,3.2239451
1327,3.698970004,3.9177985,3.923612
1328,4,4.2067885,3.0680864
1329,3.591064607,3.2538185,2.9426181
1330,3.397940009,3.0466974,2.765406
1331,2.361727836,2.5479865,2.7541792
1332,2.602059991,3.1644814,3.252616
1333,1.740362689,2.0310676,1.5466217
1334,2,3.275806,2.952003
1335,2,3.3103352,2.952003
1336,2,3.3793933,2.952003
1337,3.512684396,2.9189227,4.047071
1338,2.176091259,2.7993643,2.9677544
1339,3.301029996,3.371702,3.1029134
1340,4.222391279,3.7274168,2.5220408
1341,3.477121255,2.9328048,3.6703172
1342,3.810309343,3.6597157,3.045601
1343,3.556302501,3.2043521,3.0953312
1344,2.418301291,2.3182812,2.4081938
1345,2.984077034,2.597628,2.7259517
1346,4.064457989,3.2302206,3.0609896
1347,3.174641193,3.8450284,3.5108163
1348,3.698970004,3.3757064,2.4268785
1349,1.579783597,1.1844699,1.6545477
1350,2.33243846,1.5867095,2.1112623
1351,1.130333768,2.3269813,2.1226513
1352,1.643452676,2.7988238,1.5187026
1353,2.650307523,3.080472,2.4836428
1354,3.505149978,3.3461306,2.1972506
1355,3.146128036,3.4994924,4.0802383
1356,2.286591183,2.3172953,2.481606
1357,1.698970004,2.8069859,2.6113663
1358,2.301029996,3.0829437,2.6624124
1359,3.375114685,2.9920857,2.78368
1360,3.562015145,2.835925,2.7934945
1361,3.396199347,3.4916394,3.1433227
1362,2.698970004,2.856862,2.5717242
1363,0.991226076,1.5099444,1.5769943
1364,2.146128036,2.5842545,2.8075874
1365,3,2.6057496,2.7135913
1366,3,2.973494,2.9903247
1367,1.544068044,2.4915073,2.4854395
1368,3.698970004,3.2176006,2.968906
1369,4.037426498,3.7350137,3.8572357
1370,0.770852012,2.546399,1.0355313
1371,2.875061263,3.3569787,3.2002783
1372,2.698970004,3.0906312,2.4252844
1373,2.301029996,2.5438383,2.5398686
1374,3.478395945,3.7555113,3.518157
1375,2.617000341,2.8160546,1.8508173
1376,4,3.4395428,3.1462355
1377,3.602059991,3.4310093,2.9526618
1378,3.649334859,3.1097598,2.8731296
1379,3.068185862,3.27597,2.8766508
1380,3,2.5456839,2.955044
1381,1.531478917,2.8738394,1.433842
1382,3.658011397,2.9632664,3.078973
1383,3.699837726,3.1956336,3.6806433
1384,3.698970004,3.544864,3.3340547
1385,2.903089987,2.9852674,2.6996467
1386,2.84509804,3.0893388,2.8657043
1387,3.171872656,3.4474802,3.5788276
1388,3.689308859,3.4450629,3.4207342
1389,0.99409709,1.3840921,0.96893346
1390,1.301029996,2.7658517,2.5394785
1391,1.662757832,2.9719107,2.8447976
1392,3.314393957,3.358661,2.9601345
1393,3.450249108,2.8399112,2.8916914
1394,3.301029996,3.1998596,2.8584998
1395,3.698970004,2.8274486,3.5937345
1396,3.69019608,3.5722876,3.7531066
1397,0.045322979,1.7268274,0.46734962
1398,0.549003262,1.9062066,1.3859246
1399,3.698970004,4.4562697,3.8195045
1400,2.264817823,2.8208902,3.1486635
1401,2.539076099,2.9914057,2.7403731
1402,2.846337112,3.1406057,2.7396178
1403,-0.083546051,3.3611846,3.5587783
1404,3.700703717,3.4587088,3.5696044
1405,3.544068044,3.0641093,3.3092203
1406,3.961933402,0.36243725,2.7849128
1407,3.722222464,3.4323318,3.5669348
1408,3.903993826,3.2187681,3.0708172
1409,3.698970004,3.1507416,2.6405818
1410,3.698970004,3.8078854,3.652669
1411,3.698970004,3.6771066,2.8530064
1412,3.045322979,3.2566824,3.0731373
1413,2.707570176,3.180626,3.0915506
1414,1.991226076,3.1118073,2.2751594
1415,3.260071388,3.1106107,3.0700684
1416,2.079181246,3.0583854,1.8581369
1417,2.919078092,1.5038989,1.7654871
1418,3.698970004,3.6977923,4.2397523
1419,3.301029996,3.6681395,1.9895042
1420,4.294466226,3.8312542,3.6165874
1421,3.301029996,3.1873474,2.8476439
